Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,Share_URL,Lat_Name,Lng_Name,Lat_Address,Lng_Address,Google_Lat,Google_Lng
Jing Alley,"GF, Dawning House, 145 Connaught Road Central, Sheung Wan, Hong Kong, Hong Kong SAR China",$$,Sichuan,,"The chef’s modern Sichuanese fare is made with ingredients from around the world: duck blood curd from Chengdu, chillies from Yunnan, pork from Japan, chitterlings from Spain… The signature water-boiled black pearl fish uses a green chilli and pork bone stock that doesn’t look red or oily like traditional ones; the freshwater fish with springy flesh also adds to the texture and flavour. The chitterlings with mixed chillies are addictively tasty.","Air conditioning
                                





                                Credit cards accepted",,+852 2868 9801,https://flowerdrum.com.hk,https://maps.app.goo.gl/C74Lcft8XFzAr5iK8,22.287201,114.1486969,22.2871171,114.148736,22.2871961,114.1512718
One Harbour Road,"7-8F, Grand Hyatt Hotel, 1 Harbour Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$$,Cantonese,,"The split-level room affords sweeping harbour views, while the high ceiling and sound of the fountain exude serenity. Exquisite Cantonese cooking is the name of the game here. Start with the crispy and appetising deep-fried shiitake in osmanthus honey glaze; for mains, opt for Wuxi-style Boston lobster that is spicy, tangy and sustainably sourced. Some dishes are available in smaller portions. Detailed and thoughtful service adds to the experience.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2584 7722,https://www.hongkong.grand.hyattrestaurants.com/restaurants-and-bars/one-harbour-road/,https://maps.app.goo.gl/8PTah9r3kAQNDJfB9,22.2814448,114.1695518,22.2814122,114.169563,22.2814399,114.1721267
Lung King Heen,"4F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong",$$$,Cantonese,Two Stars: Excellent cooking,"Quality produce is sourced from all over the world to make sophisticated Cantonese dishes. Dim sum lunch is a delight; so is their hearty double-boiled soups brimming with ingredients. On top of the main menu, seasonal offerings are also worth checking out. Enjoy the food with organic sparkling teas or ask the sommelier about wine pairings. The room commands panoramic harbour views and is popular among locals and seasoned travellers alike.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3196 8882,https://www.fourseasons.com/hongkong/dining/restaurants/lung_king_heen/,https://maps.app.goo.gl/Nv5BNACy3V71V3366,22.2865615,114.1545305,22.2862525,114.1544926,22.2865566,114.1571054
Toritama,"GF, Greenville, 2 Glenealy, Central, Hong Kong, Hong Kong SAR China",$$,Yakitori,,"Tokyo restaurants keep opening branches in Hong Kong and this time it’s all about yakitori. Seats are limited so it’s worth booking ahead and asking for the counter to watch the expert preparation in the kitchen. 40-day-old chickens are used, and 28 different parts of the birds are offered – rare cuts such as sweetbread may need pre-ordering. Pickles made with different produce according to the season make the perfect side dish for the skewers.","Air conditioning
                                

                                    Counter dining
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2388 7717,https://www.toritama.hk,https://maps.app.goo.gl/ttWzmuguqFDEiJFq5,22.2797681,114.1524949,22.2769447,114.1537166,22.2797632,114.1550698
Tim Ho Wan (Sham Shui Po),"9-11 Fuk Wing Street, Sham Shui Po, Hong Kong",$,Dim Sum,"Bib Gourmand: good quality, good value cooking","The second branch of this famous dim sum chain is roomier than the original, but don’t be surprised to still find a queue of expectant diners at the entrance. Over 20 different dim sum are on offer, all skilfully made and reasonably priced. Some items rotate every two to three months to keep the menu fresh. Don’t miss their shrimp dumplings, baked buns with barbecue pork filling and steamed beef balls.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2788 1226,https://www.timhowan.com,https://maps.app.goo.gl/vM52AG7ygYpYLRN78,22.3290657,114.1637415,22.3293419,114.1635563,22.3290608,114.1663164
Wing,"29F, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Innovative,,"The second venture from owner-chef Vicky Cheng who runs the well-acclaimed Vea upstairs, Wing is named after his Chinese name, meaning eternity. The tasting menu features contemporary Chinese courses made with mostly local ingredients but underpinned by European techniques. He reinterprets classic recipes and familiar flavours with creative twists and playful food combinations. Online reservations open at midnight for up to 28 days ahead.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2711 0063,https://wingrestaurant.hk,,,,,,,
Twins Liangpi Limited (Mong Kok),"GF, 99 Hak Po Street, Mong Kok, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","Now with a dine-in option, the shop has moved to Mong Kok. Glass noodles dressed in a secret blend of chilli vinegar are topped with shredded cucumber, coriander, peas and ground peanuts. Choose your preferred level of spiciness.","Air conditioning
                                





                                Credit cards accepted",,+852 9361 0304,,https://maps.app.goo.gl/5Kd5dZvV3rf5vrb1A,22.3195557,114.1695643,22.3195656,114.1695643,22.3195508,114.1721392
Glorious Cuisine,"31-33 Shek Kip Mei Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","Picking out live critters from the tank is part of the fun – Hokkaido scallops, Thai marble goby, and even Hanasaki crab if you’re lucky. As well as the signature braised chicken stuffed with abalone and sea cucumber, do try dishes made with chicken offal, such as stock-poached leafy greens with chicken liver. Double-boiled chicken soup with conpoy and Yunnan ham is available in limited quantities, so consider pre-ordering certain items.","Air conditioning
                                





                                Credit cards accepted",,+852 2778 8103,,https://maps.app.goo.gl/j4Ms3wjyEnpPw6P99,22.3297622,114.1624718,22.3297649,114.1624611,22.3297573,114.1650467
Ami,"Shop 302, 3F, Alexandra House, 18 Chater Road, Central, Hong Kong",$$$,French Contemporary,,"Ami, decorated on a forest theme, offers a fine dining experience in a casual setting. On top of tasting menus, all-day à la carte choices abound – Gallic classics, plates to share and bar snacks are all up for grabs. The enthusiastic, young chef from Southern France imbues the menu with novel ideas, such as yellow chicken cooked two ways: poached breast and grilled leg with morels and a vin jaune sauce. Made-to-order orange blossom soufflé is fluffy and custardy.","Air conditioning
                                

                                    Brunch
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3185 8396,http://www.ami-woodear.hk,https://maps.app.goo.gl/SqGTJGCEU4su3zHQ6,22.281602,114.1562337,22.2815625,114.1561174,22.2815971,114.1588086
Whey,"UG Level, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"Championing a zero-waste philosophy and committed to local, sustainable sources, Whey serves a tasting menu comprising modern European dishes with influences from the head chef's native Singapore. Recipes are also informed by his travels and experience working in Asia, Australia and Europe, as well as his childhood memories. Highlights include brioche with buah keluak emulsion, and Maoshan Wang durian ice cream with Cristal caviar.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2693 3198,http://www.whey.hk,https://maps.app.goo.gl/ypjaRcpsFALEDuG3A,22.2848985,114.150252,22.2849084,114.150252,22.2848936,114.1528269
Sang Kee,"3-4F, Sunshine Plaza, 353 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","An iconic landmark of Wan Chai since 1976, Sang Kee has moved shop. The room is brighter, more spacious and offers more seating. But rest assured: the menu hasn’t changed and the food is as good as ever. Despite the lack of fancy plating and luxury ingredients, you’ll find yourself craving their salt-baked chicken, pork liver and wolfberry leaves blanched in stock, and baked fish intestine with egg long after you’ve gone home.","Air conditioning
                                

                                    Bring your own bottle
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2575 2239,http://www.sangkee.com.hk,https://maps.app.goo.gl/rTvzZqXbFgYToGyi6,22.2795561,114.1762582,22.2790706,114.1713987,22.2795512,114.1788331
Ming Court (Mong Kok),"6F, Cordis Hotel, 555 Shanghai Street, Mong Kok, Hong Kong",$$$,Cantonese,One Star: High quality cooking,"Diners are greeted at the door by the knockout collection on display in the glazed wine cellar. Chef Li has over 20 years of experience, having worked at Ming Court since it first opened. They import quality ingredients from all over the world to craft remarkable dishes such as roasted crispy chicken, stuffed crab shell with fresh crab meat, and shrimp dumplings made with blue angel prawns. Busy all day long, so it’s wise to book.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3552 3300,https://www.cordishotels.com/en/hong-kong/dine/ming-court/,https://maps.app.goo.gl/BjPJdRXpWofmVzjRA,22.3181799,114.1655371,22.3181799,114.1655371,22.318175,114.168112
Godenya,"UG, 182 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Japanese,One Star: High quality cooking,"Despite having a discreet entrance in a dark narrow alley, this tiny self-proclaimed ‘sake pairing restaurant’ is fully booked months ahead. There is only one omakase menu featuring kappo dishes made with seasonal produce mostly flown in from Japan. Sake pairing is a vital part of the experience as the chef/sake master serves each drink at a different temperature to bring out the best in each course, and that includes some rare small labels.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 6713 5917,http://www.godenya.com,https://maps.app.goo.gl/BeGhaDdogLfh1A9h7,22.2846829,114.1504999,22.2846829,114.1504999,22.284678,114.1530748
Roganic,"Shop 8, UG Level, Sino Plaza, 255 Gloucester Road, Causeway Bay, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"An offshoot of its London namesake, Roganic is the brainchild of British chef Simon Rogan. With its farm-to-table concept, micro-herbs are grown in-house and sustainable produce is sourced from local organic farms. The tasting menus showcase deceptively simple dishes that burst with flavour and amazing textures, a nod to the chef’s philosophy and ethos. The bar serves seasonal cocktails, perfect as pre- or post-dinner drinks and also offers enticing non-alcoholic drink-food pairing.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2817 8383,https://www.roganic.com.hk,https://maps.app.goo.gl/cANSVTo61d84EHTa6,22.2814899,114.1798009,22.2814899,114.1798009,22.281485,114.1823758
Man Yuen,"Shop S02, 2F, Tin Ma Court Commercial Centre, 55 Chuk Yuen Road, Wong Tai Sin, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","This newcomer to the East Kowloon dining scene is tucked away on a public housing estate, but that doesn't stop diners coming in droves from near and far for quality Cantonese dishes made with fresh ingredients. The kitchen and front-of-house teams have worked in exclusive clubs, hotels and restaurants – quality of food and service are guaranteed. The menu features all-time classics such as wok hei-laden ""king of stir-fries"" with fresh, dried and sakura shrimps.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 6315 7300,https://manyuenrestaurant.com/,https://maps.app.goo.gl/fHJX4TRC6Vfk9zNY9,22.3075444,114.1637681,22.3431846,114.185437,22.3075395,114.166343
Zest by Konishi,"28-29F, 18 On Lan Street, Central, Hong Kong",$$$,French Contemporary,One Star: High quality cooking,"With a name that embodies freshness and seasonality, this two-storey restaurant boasts a bar and an intimate dining area that juxtaposes muted neutrals with pops of colour. Featuring mostly Japanese and some French ingredients, the tasting menu changes every season, usually with both seafood and meat in the main dish. The vegetable sides, too, are prepared meticulously. There is an add-on menu, but certain items need to be pre-ordered. Ping Yuen chicken is recommended.","Air conditioning
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2715 0878,https://zestbykonishihk.com,https://maps.app.goo.gl/GidEkLAUGjaPHPwj8,22.2805801,114.1541981,22.2806251,114.1542505,22.2805752,114.156773
Sun Tung Lok,"Shop 401, L4, FoodLoft, Mira Place One, 132 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"Synonymous with top-quality Cantonese cooking, Sun Tung Lok spares no effort to ensure that every item on the menu is as good as it could be. The experienced team is famous for its deft way with gourmet dried seafood, such as abalone. A number of set menus are available featuring the chef’s innovative creations and imported produce, while the à la carte menu caters more to the local palate. Try the crispy suckling pig stuffed with ‘bouncy’ minced shrimp.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2152 1417,https://www.suntunglok.com.hk,https://maps.app.goo.gl/uL7DDsMY2jSUdE6y7,22.3009549,114.1695846,22.3009794,114.1618598,22.30095,114.1721595
Sing Kee,"2F, 1 Lyndhurst Tower, 1 Lyndhurst Terrace, Central, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","Sing Kee is a bright, tidy spot serving traditional, no-frills Cantonese food – something that’s increasingly hard to find in Central. Standouts include pan-seared salted chicken, and grilled tiger prawns in Malaysian curry sauce with crispy rice crackers. Specialities like double-boiled fish maw and pork lung in almond milk need pre-ordering. Come at lunch to take advantage of some reasonable prices.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2970 0988,https://www.singkeedining.com,,,,,,,
Petrus,"56F, Island Shangri-La Hotel, Pacific Place, Supreme Court Road, Admiralty, Hong Kong, Hong Kong SAR China",$$$,French,One Star: High quality cooking,"Heavy drapes at the windows, thick carpets and elegantly laid tables give this restaurant the look of a grand Parisian salon – but here you also get fabulous harbour views. The French cooking, however, shows a certain modernity; the menu is ingredient-led with the luxury ingredients coming from as far as France or sometimes no further than Hong Kong Island. The wine cellar is notable too and includes 45 vintages of Château Pétrus dating back to 1928.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2820 8590,https://www.shangri-la.com/hongkong/islandshangrila/dining/restaurants/restaurant-petrus/,https://maps.app.goo.gl/WRVy92FZEFQX6N8m6,22.2773681,114.1619232,22.2771953,114.1618492,22.2773632,114.1644981
Zhejiang Heen,"1-3F, ZJ 300, 300-306 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Zhejiang,One Star: High quality cooking,"Run by a group of Hongkongers of Zhejiang descent, this traditionally furnished restaurant boasts universal appeal. On the menu, Zhejiang delicacies rub shoulders with Shanghainese specialities. Make sure you pre-order ‘snatched tiger tails’ – seared swamp eel in a brown sauce that reveal exquisite knife work and a springy texture. Also check out the seasonal dishes and excellent buns and pastries. Friendly, unobtrusive service.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2877 9011,https://www.zhejiangheen.com,https://maps.app.goo.gl/v9poLCFVs1dm5FQm9,22.278668,114.1750178,22.2786303,114.1750059,22.2786631,114.1775927
Vea,"30F, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Innovative,One Star: High quality cooking,"An imposing counter and an open kitchen dominate the room, commanding the best view of chef Cheng in action. You are definitely in for a stellar experience, thanks to his 8-course tasting menu that rolls out a “Chinese x French” concept. Each course tells a story about Hong Kong’s food culture and his childhood memories, using Chinese and local ingredients finessed by blue-ribbon Gallic technique. Creative cocktail-food pairing suggestions.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2711 8639,https://vea.hk,https://maps.app.goo.gl/vk746Tmrr1qrjQjg6,22.2849183,114.1503001,22.2849183,114.1503001,22.2849134,114.152875
Shum Shum Desserts,"Shop C, GF, 46 Kweilin Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,Classic Hongkongese and Taiwanese sweet soups on offer here include creamy coconut soup – a silky delight on its own but even better with chewy taro or sweet potato balls. Try also purple glutinous rice soup with elastic jelly cubes.,"Air conditioning
                                

                                    Cash only",,+852 5213 4579,,https://maps.app.goo.gl/WkKoucdFkENPt7eM9,22.3320064,114.1602913,22.3318394,114.1601164,22.3320015,114.1628662
Hyde Park Garden,"44 Hoi Pong Road Central, Lei Yue Mun, Hong Kong",$$,Seafood,,"The owner also sells seafood from the opposite stall so diners can pick from a dazzling selection flown in daily. Ask servers for the best way to cook your meal; for instance, razor clams are typically stir-fried in chilli black bean sauce, and abalone with ginger and scallion in a claypot. The signature fish soup is simmered for hours with freshwater fish and tofu. Try also the deep-fried eggplant, and tofu skin sweet soup with pearl barley.","Air conditioning
                                





                                Credit cards accepted",,+852 2717 6381,https://www.hydeparkdeli.com,https://maps.app.goo.gl/nmhP51eQ3uLpad3VA,22.2893423,114.2351746,22.2893532,114.2349458,22.2893374,114.2377495
Hing Kee,"1F, Bowa House, 180 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Seafood,,"It started two generations ago in Causeway Bay but the family’s reputation for Boat People style cuisine was made in Tsim Sha Tsui. Elder sister heads the serving team; younger brother runs the kitchen. They are famous for their stir-fried crabs with black beans and chilli, roast duck and rice noodles in soup and congee. You can decide level of spiciness for some dishes. Guests aren’t seated until everyone in the party has arrived.","Air conditioning
                                





                                Credit cards accepted",,+852 2722 0022,,,,,,,,
Estro,"2F, 1 Duddell Street, Central, Hong Kong",$$$$,Italian,One Star: High quality cooking,"Since opening in 2021, Estro has been impressing diners with authentic Neapolitan cooking by the native head chef. Choose between the 6- and 8-course menus to experience the breadth and depth of his ingenious creations, like handmade bottoni pasta stuffed with parmesan emulsion and drizzled with saffron glaze, and red prawn panna cotta generously topped with caviar. Those who want some one-on-one time with him should consider the chef’s table option.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 9380 0161,http://www.estro.hk,https://maps.app.goo.gl/n98Z5b4xXdebv8tp8,22.2802623,114.1546675,22.2802623,114.1546675,22.2802574,114.1572424
Pang's Kitchen,"25 Yik Yam Street, Happy Valley, Hong Kong",$$,Cantonese,One Star: High quality cooking,"A household name in the neighbourhood since 2001, this restaurant wins many hearts with its traditional, often painstakingly made Cantonese cooking. This family business, now into the second generation, still impresses with its consistently well-made dishes. The signature baked fish tripe omelette in an earthenware casserole features Cantonese pork sausage that adds richness and wine aromas. Try the snake soup, and stir-fried sticky rice, too.","Air conditioning
                                





                                Credit cards accepted",,+852 2838 5462,,https://maps.app.goo.gl/TN1yXWn1YLX8bKAY7,22.2691618,114.1819483,22.26914,114.1819626,22.2691569,114.1845232
New Punjab Club,"GF, World Wide Commercial Building, 34 Wyndham Street, Central, Hong Kong, Hong Kong SAR China",$$$,Indian,One Star: High quality cooking,"This tandoor grill restaurant serving Northern Indian cuisine is named after a social club founded during the British era – the owner’s father is still a member. The menu covers old-time favourites that match the retro décor and art collection. Start the meal with one of the gin cocktails alongside tandoori anda – a grilled egg snack with langoustine that imparts a distinctive aroma. For mains, murgh methi tikka made with local three-yellow chicken is unmissable.","Air conditioning
                                





                                Credit cards accepted",,+852 2368 1223,https://newpunjabclub.com,https://maps.app.goo.gl/3wB46gqtMCxaWq7s9,22.2799769,114.1526227,22.2800741,114.1525418,22.279972,114.1551976
Yat Lok (Central),"GF, Conwell House, 34-38 Stanley Street, Central, Hong Kong, Hong Kong SAR China",$$,Cantonese Roast Meats,One Star: High quality cooking,"Founded in 1957, this family business has been running at this spot since 2011. The unmissable, glistening roast geese are marinated with a secret recipe and go through over 20 preparatory steps before being chargrilled to perfection. You can order the goose by the quarter, best enjoyed with a bowl of lai fun noodles in clear broth with a drizzle of goose fat. Char siu pork, roast pork belly and soy-marinated chicken are also good.","Air conditioning
                                

                                    Cash only",,+852 2524 3882,,https://maps.app.goo.gl/LszmAASUiZQMTZM7A,22.2824877,114.1527168,22.2822572,114.1531775,22.2824828,114.1552917
So Kee,"Shop 15, GF, Block A, Ho Shun Yee Building, 9 Fung Yau Street East, Yuen Long, Hong Kong",$,Street Food,Street food,"There’s just one item on the menu – double-steamed egg white custard with milk, boasting a silky runny centre under a firmer crust. Order the chilled ones if you’re in a rush, or wait patiently as the hot ones are made to order.","Air conditioning
                                

                                    Cash only",,+852 9072 9135,,,,,,,,
Man Kee Cart Noodle,"121 Fuk Wing Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,"The number of topping choices can be overwhelming, but Chinese chive dumplings and Swiss chicken wings are especially good. Fancy a spicy kick? Try the house-made chilli sauce over your noodles.","Air conditioning
                                

                                    Cash only",,+852 9059 5104,,https://maps.app.goo.gl/xs6a5CfBJuxREYqCA,22.331751,114.1601605,22.33169,114.1602804,22.3317461,114.1627354
Lei Garden (Wan Chai),"1F, CNT Tower, 338 Hennessy Road, Wan Chai, Hong Kong",$$,Cantonese,,"An inventory of restaurants in Wan Chai wouldn’t be complete without a Lei Garden. This branch is bigger than most and boasts a busy, bustling atmosphere, particularly at lunchtime. It follows the group’s tried-and-tested formula of offering an extensive menu with luxurious dishes alongside less elaborate but classic Cantonese specialities. Seafood enthusiasts should consider pre-ordering the Alaskan king crab or Brittany blue lobster.","Air conditioning
                                

                                    Car park
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2892 0333,http://leigarden.hk,https://maps.app.goo.gl/FZZ529AAXfJXZgps7,22.2783382,114.176314,22.2783369,114.1762441,22.2783333,114.1788889
The Chairman,"3F, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"The restaurant moved to this address in 2022 and the elegant room comes with a generous display of lush greens. It’s also run a little differently – diners can only book online on certain days and order one of the set menus emailed to them a few days ahead. That said, the culinary vision stays the same – ingredients are mostly organic and sourced from small suppliers and local fishermen; and signatures like steamed crab with Huadiao are still on the menu.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2555 2202,https://www.thechairmangroup.com,https://maps.app.goo.gl/oNZWxhv24pk3oizs9,22.2848286,114.1504342,22.2848385,114.1504342,22.2848237,114.1530091
Kwan Kee Clay Pot Rice (Queen's Road West),"Shop 1, GF, Wo Yick Mansion, 263 Queen's Road West, Sai Ying Pun, Hong Kong, Hong Kong SAR China",$,Cantonese,"Bib Gourmand: good quality, good value cooking","Its red sign, basic interior and traditional stir-fries all point to an authentic Hong Kong food experience. Claypot rice is only served at night and takes time to prepare, so order it first as soon as you’re seated. The three-rice blend results in a chewy texture and appealing fragrance; the bottom crust is always perfectly scorched. The white eel variety is especially popular; pair it with claypot dishes with excellent wok hei.","Air conditioning
                                

                                    Cash only",,+852 2803 7209,,https://maps.app.goo.gl/qcFdv2JBgnWR7Qic8,22.2870461,114.1404598,22.2873782,114.1395519,22.2870412,114.1430347
L'Atelier de Joël Robuchon,"Shop 401, 4F, Landmark Atrium, 15 Queen's Road Central, Hong Kong",$$$$,French Contemporary,Three Stars: Exceptional cuisine,"With his ""ateliers"" around the world, Joël Robuchon is now a brand synonymous with modern French fine dining. The emblematic red and black colour scheme and long counter with an intimate view of the kitchen are as much of a signature as the cooking, which embodies refinement, astuteness and finesse. From the bread basket to the petit fours, the focus is always on top-notch globally sourced produce and solid classic skills.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2166 9000,https://www.robuchon.hk,https://maps.app.goo.gl/Wju5PLVGGJj4aHf87,22.2815552,114.1553178,22.2811913,114.1552452,22.2815503,114.1578927
Chuen Kee Seafood (Hoi Pong Street),"53 Hoi Pong Street, Sai Kung, Hong Kong, Hong Kong SAR China",$$,Seafood,,"Two family-run restaurants just a few minutes’ walk from each other have been in business since the 80s; choose the one by the quay for the rooftop terrace and harbour views. A wide array of seafood is available from adjacent fishmongers: cuttlefish, crab, lobster, molluscs, shrimps…Select your meal from the tank and ask the servers the best ways to cook it. Abalone and mantis shrimp in peppered salt are the smash hits not to be missed.","Air conditioning
                                

                                    Great view
                                

                                    Terrace
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2791 1195,,https://maps.app.goo.gl/WR7nQjNqfgu2HRYA7,22.3797239,114.2698865,22.4716466,114.3570317,22.379719,114.2724614
Bo Innovation,"1F, H Code, 45 Pottinger Street, Central, Hong Kong, Hong Kong SAR China",$$$,Innovative,Two Stars: Excellent cooking,"In 2022, owner-chef Alvin Leung moved his highly acclaimed restaurant to this new spot. Just like the art that exudes local flavours, his playful creations are a nod to the Hong Kong food culture. The only tasting menu served at dinner is also inspired by Chinese elements and famous paintings like Andy Warhol’s Campbell’s Soup Cans. Pleasant surprises, bespoke serving vessels and theatrical presentation make for a fun-filled, immersive experience.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2850 8371,https://www.boinnovation.com,https://maps.app.goo.gl/WgBF1pFbEsEDWcWz8,22.2822169,114.1519816,22.2821876,114.1517236,22.282212,114.1545565
Ancient Moon,"Shop A, 29 Kam Ping Street, North Point, Hong Kong",$,Singaporean and Malaysian,"Bib Gourmand: good quality, good value cooking","On a trip to Singapore and Malaysia, owners Fanni and Lico fell in love with their street food which inspired them to open their fun little spot. The small menu lists about 20 items, but you won’t find typical national dishes here. Instead, it’s among the few places that offer Malaysian chilli pan mee (a flavoursome noodle dish with dried fish and chilli sauce) and free refill of Singaporean bak kut teh, a MSG-free, peppery pork rib soup.","Air conditioning
                                

                                    Credit cards not accepted
                                

                                    Restaurant offering vegetarian menus",,+852 3568 4530,http://www.facebook.com/ancientmoonhk,https://maps.app.goo.gl/qu6f2oPnNVpbWHRU6,22.2903074,114.1977938,22.2903074,114.1977938,22.2903025,114.2003687
Farm House,"1F, Phase 1, China Taiping Tower, 8 Sunning Road, Causeway Bay, Hong Kong, Hong Kong SAR China",$$,Cantonese,,"The aquarium running the entire length of one wall certainly catches the eye. But it’s the traditional dishes painstakingly crafted with quality ingredients and gourmet dried seafood that win the hearts of the regulars. You must try their famous fried chicken wing stuffed with sticky rice. Baked sea whelks stuffed with foie gras, steamed rice with chicken, abalone and dried scallops are also deftly prepared. Friendly, thoughtful service.","Air conditioning
                                

                                    Valet parking
                                





                                Credit cards accepted",,+852 2881 1331,https://www.farmhouse.com.hk,,,,,,,
Trusty Congee King (Wan Chai),"7 Heard Street, Wan Chai, Hong Kong, Hong Kong SAR China",$,Noodles and Congee,"Bib Gourmand: good quality, good value cooking","As suggested by its name, you can really trust the quality of the food served in this long-standing congee shop. The menu has become more versatile in recent years with congee, noodles and snack sets available. All congee is cooked in fish broth that gives an extra dimension of flavour. Many rave about the pork liver and scallop congee, sticky rice dumpling with salted egg yolk and pork, and poached grass carp skin.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2882 3268,https://www.taihing.com/?route=brands-detail&id=3,https://maps.app.goo.gl/d3S4SkW9APxe9qx16,22.2775405,114.1745358,22.2775406,114.1745216,22.2775356,114.1771107
Ba Yi,"43 Water Street, Sai Ying Pun, Hong Kong",$$,Xinjiang,"Bib Gourmand: good quality, good value cooking","Despite being somewhat out of the way, lamb-lovers gather here in numbers for items such as stewed lamb and mutton skewers, prepared by the Xinjiangese kitchen team. The signature roasted lamb leg is big enough to share between two and needs pre-ordering. Besides lamb, it’s also worth trying the chicken stew with potato and chilli, as well as the Ketik yoghurt drink. The dining room still features the map of the Silk Road on a stretched canvas.","Air conditioning
                                





                                Credit cards accepted",,+852 2484 9981,,https://maps.app.goo.gl/ihNsPvuCgBwiq3Ud9,22.2852171,114.1365389,22.2852686,114.1365112,22.2852122,114.1391138
