Title,Address,Price,Cuisine,Badge Text,Description,Services,Map Iframe URL,Phone,Website,google_name,google_address,maps_url,rating,user_ratings_count,phone,website,price_level,latitude,longitude,distance_meters
Ho Kee Dessert (To Kwa Wan),"Shop 111 & 122, GF, I-Feng Mansions, 237A To Kwa Wan Road, To Kwa Wan, Hong Kong",$,Street Food,Street food,"The staple in Mong Kok for over 30 years moved to this location in 2020. Rest assured their traditional sweet soups like black sesame paste, and glutinous rice balls in ginger syrup taste as good as ever.","Air conditioning
                                

                                    Cash only",,+852 9195 1017,,Ho Kee Dessert,"Hong Kong, To Kwa Wan, To Kwa Wan Rd, 237 A號, I-feng Mansion Block B, 111號",https://maps.google.com/?cid=2764215201728710306,4.2,233,+852 9195 1017,,,22.3155249,114.1892195,
Yi Jia,"Shop G04, Lime Gala, 393 Shau Kei Wan Road, Shau Kei Wan, Hong Kong",$$,Shanghainese,"Bib Gourmand: good quality, good value cooking","A stark contrast of colours, neon lights and retro patterns make the room unorthodox but welcoming. On the menu, you can find Shanghainese and Sichuanese classics like Qili Zhuang drunken chicken in wine lees, and Sichuan boiled fish. But novelty creations such as deep-fried soufflé meringue with mango custard filling are also worth trying. The creator’s sense of humour comes through in the cheeky drinks menu. Set menus are especially well priced.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 2865 1131,,Lime Gala,"393 Shau Kei Wan Rd, Shau Kei Wan, Hong Kong",https://maps.google.com/?cid=16406605239329214453,3.7,212,+852 2587 9500,,,22.276974700000004,114.22854889999999,
Clarence,"25F, H Code, 45 Pottinger Street, Central, Hong Kong, Hong Kong SAR China",$$$,French Contemporary,,"After working and living in Asia for over a decade, chef Olivier Elzer founded this restaurant that aims to allow new ways of enjoying French cuisine. He minted an original concept known as “Yakifrenchy” – a menu that serves French classics like duck confit, frogs’ legs and escargots on skewers, like Japanese yakitori. Local family table culture is taken to another level with meat and fish cooked whole on the bone, perfect for sharing.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3568 1397,http://www.clarencehk.com,H Code,"45 Pottinger St, Central, Hong Kong",https://maps.google.com/?cid=16498595234109513800,4.2,85,+852 2510 8633,http://www.hcode.com.hk/,,22.2821827,114.1542985,
Testina,"3F, 8 Lyndhurst Terrace, Central, Hong Kong",$$,Italian,,"Aptly named after its signature pig’s head dish, Testina is the collaboration between the Milanese trattoria Trippa Milano and a local hospitality group. Championing a nose-to-tail philosophy, the kitchen team serves every part of an animal to great effect. Besides pig’s head, expect to see tripe, bone marrow and veal tongue on the menu. For an authentic taste of Trippa Milano’s cooking, try homemade tagliatelle with duck ragù.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2798 0668,https://www.testina.hk,Testina,"3/F, 8 Lyndhurst Terrace, Central, Hong Kong",https://maps.google.com/?cid=4027960610722849020,4.6,110,+852 2798 0668,http://www.testina.hk/,,22.2823525,114.1547437,
Little Napoli,"8 King Kwong Street, Happy Valley, Hong Kong, Hong Kong SAR China",$$,Italian,"Bib Gourmand: good quality, good value cooking","True to the chef’s hometown traditions, classic Neapolitan pizzas and street foods like ripieno fritto and panuozzo are made with only ingredients from Naples. Pizzas such as Margherita or Vesuviana are made to order, baked in an Italian stone oven at 400°C, and served whole, not sliced, boasting a puffy, nicely charred crust and gooey centre. It’s basically a grab-and-go pizzeria with a few seats, so come early if you want to dine in.","Air conditioning
                                





                                Credit cards accepted",,+852 6882 1823,,Little Napoli Pizzeria,"Shop 1, 8 King Kwong St, Happy Valley, Hong Kong",https://maps.google.com/?cid=15408779184475804575,3.9,216,+852 6882 1823,https://www.littlenapolihk.com/,,22.269284,114.18522779999999,
Summer Palace,"5F, Island Shangri-La Hotel, Pacific Place, Supreme Court Road, Admiralty, Hong Kong, Hong Kong SAR China",$$$,Cantonese,One Star: High quality cooking,"This long-standing name has long been synonymous with quality food, so it’s hard to get a table, especially at lunch. The room exudes a timeless grace with décor inspired by the palace in Beijing. The menu is a roll-call of Cantonese classics – don’t miss their double-boiled soups and dim sum. Besides signatures like braised pig’s trotters with sand ginger, and braised Yoshihama abalone in oyster sauce, also ask about their seasonal offerings.","Air conditioning
                                

                                    Car park
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2820 8552,https://www.shangri-la.com/hongkong/islandshangrila/dining/restaurants/summer-palace/,Pacific Place,"88 Queensway, Admiralty, Hong Kong",https://maps.google.com/?cid=9737151134587730382,4.2,9514,+852 2844 8988,https://www.pacificplace.com.hk/,,22.2772459,114.1649087,
Tasty (Central),"Shop 3016-3018, 3F, IFC Mall, 1 Harbour View Street, Central, Hong Kong, Hong Kong SAR China",$$,Noodles and Congee,"Bib Gourmand: good quality, good value cooking","Be prepared to queue and share a table because over 1,000 customers a day, many of whom work in IFC, crowd into this Tasty. They mostly come for the trademark shrimp wonton or the much-loved beef and rice noodle stir fry; congee with prawns and dim sum are also recommended from the vast choice on offer. The last redecoration left the interior looking a lot more contemporary.","Air conditioning
                                

                                    Car park
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2295 0101,http://www.tasty.com.hk,"Tasty Congee & Noodle Wantun Shop (IFC, Central)","Hong Kong, 中環金融街8號IFC MallShop 3016-18, 3/F",https://maps.google.com/?cid=2307395185019854962,3.9,666,+852 2295 0101,http://www.tasty.com.hk/,PRICE_LEVEL_MODERATE,22.285232,114.15925960000001,
Jing Alley,"GF, Dawning House, 145 Connaught Road Central, Sheung Wan, Hong Kong, Hong Kong SAR China",$$,Sichuan,,"The chef’s modern Sichuanese fare is made with ingredients from around the world: duck blood curd from Chengdu, chillies from Yunnan, pork from Japan, chitterlings from Spain… The signature water-boiled black pearl fish uses a green chilli and pork bone stock that doesn’t look red or oily like traditional ones; the freshwater fish with springy flesh also adds to the texture and flavour. The chitterlings with mixed chillies are addictively tasty.","Air conditioning
                                





                                Credit cards accepted",,+852 2868 9801,https://flowerdrum.com.hk,Dawning House,"Dawning House, Connaught Rd Central, Sheung Wan, Hong Kong",https://maps.google.com/?cid=6955710073148016906,,,,,,22.2871122,114.15131090000001,
One Harbour Road,"7-8F, Grand Hyatt Hotel, 1 Harbour Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$$,Cantonese,,"The split-level room affords sweeping harbour views, while the high ceiling and sound of the fountain exude serenity. Exquisite Cantonese cooking is the name of the game here. Start with the crispy and appetising deep-fried shiitake in osmanthus honey glaze; for mains, opt for Wuxi-style Boston lobster that is spicy, tangy and sustainably sourced. Some dishes are available in smaller portions. Detailed and thoughtful service adds to the experience.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2584 7722,https://www.hongkong.grand.hyattrestaurants.com/restaurants-and-bars/one-harbour-road/,Grand Hyatt Hong Kong,"1 Harbour Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=3134242950202741899,4.5,4550,+852 2588 1234,https://www.hyatt.com/en-US/hotel/china/grand-hyatt-hong-kong/hkggh?src=corp_lclb_google_seo_hkggh&%3Futm_source=google&utm_medium=organic&utm_campaign=lmr,,22.281407299999998,114.1721379,
Lung King Heen,"4F, Four Seasons Hotel, 8 Finance Street, Central, Hong Kong",$$$,Cantonese,Two Stars: Excellent cooking,"Quality produce is sourced from all over the world to make sophisticated Cantonese dishes. Dim sum lunch is a delight; so is their hearty double-boiled soups brimming with ingredients. On top of the main menu, seasonal offerings are also worth checking out. Enjoy the food with organic sparkling teas or ask the sommelier about wine pairings. The room commands panoramic harbour views and is popular among locals and seasoned travellers alike.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3196 8882,https://www.fourseasons.com/hongkong/dining/restaurants/lung_king_heen/,Lung King Heen,"4F, Four Seasons Hotel Hong Kong, 8 Finance St, Central, Hong Kong",https://maps.google.com/?cid=13204840369633368453,4.5,853,+852 3196 8882,https://www.fourseasons.com/hongkong/dining/restaurants/lung_king_heen/?utm_source=google&utm_medium=organicsearch&utm_campaign=tor-hkg-fab-mid-seo-na&utm_content=na-na&utm_term=na,PRICE_LEVEL_VERY_EXPENSIVE,22.286556599999997,114.15710539999999,
Toritama,"GF, Greenville, 2 Glenealy, Central, Hong Kong, Hong Kong SAR China",$$,Yakitori,,"Tokyo restaurants keep opening branches in Hong Kong and this time it’s all about yakitori. Seats are limited so it’s worth booking ahead and asking for the counter to watch the expert preparation in the kitchen. 40-day-old chickens are used, and 28 different parts of the birds are offered – rare cuts such as sweetbread may need pre-ordering. Pickles made with different produce according to the season make the perfect side dish for the skewers.","Air conditioning
                                

                                    Counter dining
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2388 7717,https://www.toritama.hk,Toritama,"Ground Floor, 2 Glenealy, Central, Hong Kong",https://maps.google.com/?cid=17109598140666851718,4.5,153,+852 2388 7717,http://www.toritama.hk/,,22.279763199999998,114.15506979999999,
Tim Ho Wan (Sham Shui Po),"9-11 Fuk Wing Street, Sham Shui Po, Hong Kong",$,Dim Sum,"Bib Gourmand: good quality, good value cooking","The second branch of this famous dim sum chain is roomier than the original, but don’t be surprised to still find a queue of expectant diners at the entrance. Over 20 different dim sum are on offer, all skilfully made and reasonably priced. Some items rotate every two to three months to keep the menu fresh. Don’t miss their shrimp dumplings, baked buns with barbecue pork filling and steamed beef balls.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2788 1226,https://www.timhowan.com,Tim Ho Wan,"9-11 Fuk Wing St, Sham Shui Po, Hong Kong",https://maps.google.com/?cid=4540539753907016659,4,4450,+852 2788 1226,http://www.timhowan.com.hk/,PRICE_LEVEL_INEXPENSIVE,22.3290608,114.1663164,
Wing,"29F, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Innovative,,"The second venture from owner-chef Vicky Cheng who runs the well-acclaimed Vea upstairs, Wing is named after his Chinese name, meaning eternity. The tasting menu features contemporary Chinese courses made with mostly local ingredients but underpinned by European techniques. He reinterprets classic recipes and familiar flavours with creative twists and playful food combinations. Online reservations open at midnight for up to 28 days ahead.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2711 0063,https://wingrestaurant.hk,The Wellington,"198 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=7769749990093924357,3.6,41,,,,22.2849134,114.152875,
Twins Liangpi Limited (Mong Kok),"GF, 99 Hak Po Street, Mong Kok, Hong Kong, Hong Kong SAR China",$,Street Food,"Bib Gourmand: good quality, good value cooking","Now with a dine-in option, the shop has moved to Mong Kok. Glass noodles dressed in a secret blend of chilli vinegar are topped with shredded cucumber, coriander, peas and ground peanuts. Choose your preferred level of spiciness.","Air conditioning
                                





                                Credit cards accepted",,+852 9361 0304,,Twins Liangpi Limited (Mong Kok),"99號 Hak Po St, Mong Kok, Hong Kong",https://maps.google.com/?cid=3747467112160577062,4.4,100,,https://guide.michelin.com/hk/en/article/dining-out/bib-gourmand-twins-liangpi-limited-prince-edward?fbclid=IwAR2ftQau9w3Oey4VHJWUvMuFLIT_fsbKcn6A2sx-0mHwO0l0RSe6AoTAT4k_aem_AT-SspdspqtLYGLXiwz04Hs3DVcZYAxWUnREmuznIllmWhVRsO9QR2Q2-5Z4sywvXL4,,22.3195508,114.17213919999999,
Glorious Cuisine,"31-33 Shek Kip Mei Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","Picking out live critters from the tank is part of the fun – Hokkaido scallops, Thai marble goby, and even Hanasaki crab if you’re lucky. As well as the signature braised chicken stuffed with abalone and sea cucumber, do try dishes made with chicken offal, such as stock-poached leafy greens with chicken liver. Double-boiled chicken soup with conpoy and Yunnan ham is available in limited quantities, so consider pre-ordering certain items.","Air conditioning
                                





                                Credit cards accepted",,+852 2778 8103,,Glorious Cuisine,"31-33 Shek Kip Mei St, Sham Shui Po, Hong Kong",https://maps.google.com/?cid=16151679423827620660,3.7,1040,+852 2778 8103,,PRICE_LEVEL_MODERATE,22.3297573,114.16504669999999,
Ami,"Shop 302, 3F, Alexandra House, 18 Chater Road, Central, Hong Kong",$$$,French Contemporary,,"Ami, decorated on a forest theme, offers a fine dining experience in a casual setting. On top of tasting menus, all-day à la carte choices abound – Gallic classics, plates to share and bar snacks are all up for grabs. The enthusiastic, young chef from Southern France imbues the menu with novel ideas, such as yellow chicken cooked two ways: poached breast and grilled leg with morels and a vin jaune sauce. Made-to-order orange blossom soufflé is fluffy and custardy.","Air conditioning
                                

                                    Brunch
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3185 8396,http://www.ami-woodear.hk,Starbucks,"201, 16-20 Chater Rd, Central, Hong Kong",https://maps.google.com/?cid=11073686339713366566,4.1,539,+852 2526 1839,http://www.starbucks.com.hk/,PRICE_LEVEL_MODERATE,22.281453,114.1584445,
Whey,"UG Level, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"Championing a zero-waste philosophy and committed to local, sustainable sources, Whey serves a tasting menu comprising modern European dishes with influences from the head chef's native Singapore. Recipes are also informed by his travels and experience working in Asia, Australia and Europe, as well as his childhood memories. Highlights include brioche with buah keluak emulsion, and Maoshan Wang durian ice cream with Cristal caviar.","Air conditioning
                                

                                    Counter dining
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2693 3198,http://www.whey.hk,Whey,"UG/F, The Wellington, 198 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=5647599857690832961,4.7,97,+852 2693 3198,http://www.whey.hk/,,22.2848936,114.1528269,
Sang Kee,"3-4F, Sunshine Plaza, 353 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","An iconic landmark of Wan Chai since 1976, Sang Kee has moved shop. The room is brighter, more spacious and offers more seating. But rest assured: the menu hasn’t changed and the food is as good as ever. Despite the lack of fancy plating and luxury ingredients, you’ll find yourself craving their salt-baked chicken, pork liver and wolfberry leaves blanched in stock, and baked fish intestine with egg long after you’ve gone home.","Air conditioning
                                

                                    Bring your own bottle
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2575 2239,http://www.sangkee.com.hk,Sang Kee Restaurant,"3/F, Sunshine Plaza, 353, 三樓, Sunshine Plaza, 353號 Lockhart Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=3181044815611770184,4,1170,+852 2575 2236,http://www.sangkee.com.hk/,PRICE_LEVEL_MODERATE,22.2795512,114.17883309999999,
Ming Court (Mong Kok),"6F, Cordis Hotel, 555 Shanghai Street, Mong Kok, Hong Kong",$$$,Cantonese,One Star: High quality cooking,"Diners are greeted at the door by the knockout collection on display in the glazed wine cellar. Chef Li has over 20 years of experience, having worked at Ming Court since it first opened. They import quality ingredients from all over the world to craft remarkable dishes such as roasted crispy chicken, stuffed crab shell with fresh crab meat, and shrimp dumplings made with blue angel prawns. Busy all day long, so it’s wise to book.","Air conditioning
                                

                                    Car park
                                

                                    Interesting wine list
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 3552 3300,https://www.cordishotels.com/en/hong-kong/dine/ming-court/,Ming Court (Mong Kok),"555 Shanghai Street Cordis, Level 6, Mong Kok, Hong Kong",https://maps.google.com/?cid=12538039254052555178,4.2,694,+852 3552 3300,http://www.cordishotels.com/en/hong-kong/restaurants-and-bars/ming-court/,PRICE_LEVEL_EXPENSIVE,22.318175,114.168112,
Godenya,"UG, 182 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Japanese,One Star: High quality cooking,"Despite having a discreet entrance in a dark narrow alley, this tiny self-proclaimed ‘sake pairing restaurant’ is fully booked months ahead. There is only one omakase menu featuring kappo dishes made with seasonal produce mostly flown in from Japan. Sake pairing is a vital part of the experience as the chef/sake master serves each drink at a different temperature to bring out the best in each course, and that includes some rare small labels.","Air conditioning
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 6713 5917,http://www.godenya.com,Godenya,"UG/F, 182 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=17292354570262227429,4.8,80,,https://godenya.com/,,22.284678,114.1530748,
Roganic,"Shop 8, UG Level, Sino Plaza, 255 Gloucester Road, Causeway Bay, Hong Kong, Hong Kong SAR China",$$$,European Contemporary,One Star: High quality cooking,"An offshoot of its London namesake, Roganic is the brainchild of British chef Simon Rogan. With its farm-to-table concept, micro-herbs are grown in-house and sustainable produce is sourced from local organic farms. The tasting menus showcase deceptively simple dishes that burst with flavour and amazing textures, a nod to the chef’s philosophy and ethos. The bar serves seasonal cocktails, perfect as pre- or post-dinner drinks and also offers enticing non-alcoholic drink-food pairing.","Air conditioning
                                

                                    Car park
                                

                                    Counter dining
                                





                                Credit cards accepted",,+852 2817 8383,https://www.roganic.com.hk,Roganic Hong Kong,"UG/F 08, Sino Plaza, 255 Gloucester Rd, Causeway Bay, Hong Kong",https://maps.google.com/?cid=8483978568526832179,4.6,412,+852 2817 8383,http://www.roganic.com.hk/,,22.281485,114.18237579999999,
Man Yuen,"Shop S02, 2F, Tin Ma Court Commercial Centre, 55 Chuk Yuen Road, Wong Tai Sin, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","This newcomer to the East Kowloon dining scene is tucked away on a public housing estate, but that doesn't stop diners coming in droves from near and far for quality Cantonese dishes made with fresh ingredients. The kitchen and front-of-house teams have worked in exclusive clubs, hotels and restaurants – quality of food and service are guaranteed. The menu features all-time classics such as wok hei-laden ""king of stir-fries"" with fresh, dried and sakura shrimps.","Air conditioning
                                

                                    Car park
                                





                                Credit cards accepted",,+852 6315 7300,https://manyuenrestaurant.com/,Tin Ma Court Commercial Centre,"55 Chuk Yuen Rd, Ma Chai Hang, Hong Kong",https://maps.google.com/?cid=15012661939208070571,1,2,+852 2626 7777,,,22.342893300000004,114.1865737,
Zest by Konishi,"28-29F, 18 On Lan Street, Central, Hong Kong",$$$,French Contemporary,One Star: High quality cooking,"With a name that embodies freshness and seasonality, this two-storey restaurant boasts a bar and an intimate dining area that juxtaposes muted neutrals with pops of colour. Featuring mostly Japanese and some French ingredients, the tasting menu changes every season, usually with both seafood and meat in the main dish. The vegetable sides, too, are prepared meticulously. There is an add-on menu, but certain items need to be pre-ordered. Ping Yuen chicken is recommended.","Air conditioning
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Terrace
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2715 0878,https://zestbykonishihk.com,ZEST by Konishi,"28 & 29/F, 18 On Lan St, Central, Hong Kong",https://maps.google.com/?cid=10478450652863815066,4.2,79,+852 2715 0878,http://zestbykonishihk.com/,,22.280575199999998,114.156773,
Sun Tung Lok,"Shop 401, L4, FoodLoft, Mira Place One, 132 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Cantonese,One Star: High quality cooking,"Synonymous with top-quality Cantonese cooking, Sun Tung Lok spares no effort to ensure that every item on the menu is as good as it could be. The experienced team is famous for its deft way with gourmet dried seafood, such as abalone. A number of set menus are available featuring the chef’s innovative creations and imported produce, while the à la carte menu caters more to the local palate. Try the crispy suckling pig stuffed with ‘bouncy’ minced shrimp.","Air conditioning
                                

                                    Car park
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2152 1417,https://www.suntunglok.com.hk,Sun Tung Lok Chinese Cuisine,"Tsim Sha Tsui, Hong Kong",https://maps.google.com/?cid=1688572792798612332,4.1,423,+852 2152 1417,http://www.suntunglok.com.hk/,,22.30095,114.1721595,
Sing Kee,"2F, 1 Lyndhurst Tower, 1 Lyndhurst Terrace, Central, Hong Kong",$$,Cantonese,"Bib Gourmand: good quality, good value cooking","Sing Kee is a bright, tidy spot serving traditional, no-frills Cantonese food – something that’s increasingly hard to find in Central. Standouts include pan-seared salted chicken, and grilled tiger prawns in Malaysian curry sauce with crispy rice crackers. Specialities like double-boiled fish maw and pork lung in almond milk need pre-ordering. Come at lunch to take advantage of some reasonable prices.","Air conditioning
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2970 0988,https://www.singkeedining.com,Sing Kee Seafood Restaurant,"Hong Kong, Central, Lyndhurst Terrace, 1號, 1 Lyndhurst Tower, 2 樓",https://maps.google.com/?cid=9836193163478234398,4.1,358,+852 2970 0988,,PRICE_LEVEL_MODERATE,22.282625,114.15468570000002,
Petrus,"56F, Island Shangri-La Hotel, Pacific Place, Supreme Court Road, Admiralty, Hong Kong, Hong Kong SAR China",$$$,French,One Star: High quality cooking,"Heavy drapes at the windows, thick carpets and elegantly laid tables give this restaurant the look of a grand Parisian salon – but here you also get fabulous harbour views. The French cooking, however, shows a certain modernity; the menu is ingredient-led with the luxury ingredients coming from as far as France or sometimes no further than Hong Kong Island. The wine cellar is notable too and includes 45 vintages of Château Pétrus dating back to 1928.","Air conditioning
                                

                                    Car park
                                

                                    Great view
                                

                                    Interesting wine list
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2820 8590,https://www.shangri-la.com/hongkong/islandshangrila/dining/restaurants/restaurant-petrus/,Pacific Place,"88 Queensway, Admiralty, Hong Kong",https://maps.google.com/?cid=9737151134587730382,4.2,9514,+852 2844 8988,https://www.pacificplace.com.hk/,,22.2772459,114.1649087,
Zhejiang Heen,"1-3F, ZJ 300, 300-306 Lockhart Road, Wan Chai, Hong Kong, Hong Kong SAR China",$$,Zhejiang,One Star: High quality cooking,"Run by a group of Hongkongers of Zhejiang descent, this traditionally furnished restaurant boasts universal appeal. On the menu, Zhejiang delicacies rub shoulders with Shanghainese specialities. Make sure you pre-order ‘snatched tiger tails’ – seared swamp eel in a brown sauce that reveal exquisite knife work and a springy texture. Also check out the seasonal dishes and excellent buns and pastries. Friendly, unobtrusive service.","Air conditioning
                                

                                    Restaurant offering vegetarian menus
                                

                                    Valet parking
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2877 9011,https://www.zhejiangheen.com,Zhejiang Heen,"Floor 1-3, Kiu Fu Commercial Building, 300-306 Lockhart Rd, Wan Chai, Hong Kong",https://maps.google.com/?cid=13542795462435025831,4.2,663,+852 2877 9011,http://www.zhejiangheen.com/,PRICE_LEVEL_EXPENSIVE,22.2786631,114.17759269999999,
Vea,"30F, The Wellington, 198 Wellington Street, Central, Hong Kong, Hong Kong SAR China",$$$$,Innovative,One Star: High quality cooking,"An imposing counter and an open kitchen dominate the room, commanding the best view of chef Cheng in action. You are definitely in for a stellar experience, thanks to his 8-course tasting menu that rolls out a “Chinese x French” concept. Each course tells a story about Hong Kong’s food culture and his childhood memories, using Chinese and local ingredients finessed by blue-ribbon Gallic technique. Creative cocktail-food pairing suggestions.","Air conditioning
                                

                                    Counter dining
                                

                                    Restaurant offering vegetarian menus
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 2711 8639,https://vea.hk,The Wellington,"198 Wellington St, Central, Hong Kong",https://maps.google.com/?cid=7769749990093924357,3.6,41,,,,22.2849134,114.152875,
Shum Shum Desserts,"Shop C, GF, 46 Kweilin Street, Sham Shui Po, Hong Kong, Hong Kong SAR China",$,Street Food,Street food,Classic Hongkongese and Taiwanese sweet soups on offer here include creamy coconut soup – a silky delight on its own but even better with chewy taro or sweet potato balls. Try also purple glutinous rice soup with elastic jelly cubes.,"Air conditioning
                                

                                    Cash only",,+852 5213 4579,,Shum Shum Desserts,"Shop C, G/F, 46 Kweilin St, Sham Shui Po, Hong Kong",https://maps.google.com/?cid=12523243964210300442,4,321,,https://www.facebook.com/ShumShumDesserts,,22.3320015,114.1628662,
Hyde Park Garden,"44 Hoi Pong Road Central, Lei Yue Mun, Hong Kong",$$,Seafood,,"The owner also sells seafood from the opposite stall so diners can pick from a dazzling selection flown in daily. Ask servers for the best way to cook your meal; for instance, razor clams are typically stir-fried in chilli black bean sauce, and abalone with ginger and scallion in a claypot. The signature fish soup is simmered for hours with freshwater fish and tofu. Try also the deep-fried eggplant, and tofu skin sweet soup with pearl barley.","Air conditioning
                                





                                Credit cards accepted",,+852 2717 6381,https://www.hydeparkdeli.com,,,,,,,,,,,
Hing Kee,"1F, Bowa House, 180 Nathan Road, Tsim Sha Tsui, Hong Kong, Hong Kong SAR China",$$,Seafood,,"It started two generations ago in Causeway Bay but the family’s reputation for Boat People style cuisine was made in Tsim Sha Tsui. Elder sister heads the serving team; younger brother runs the kitchen. They are famous for their stir-fried crabs with black beans and chilli, roast duck and rice noodles in soup and congee. You can decide level of spiciness for some dishes. Guests aren’t seated until everyone in the party has arrived.","Air conditioning
                                





                                Credit cards accepted",,+852 2722 0022,,Hing Kee 避風塘興記,"Hong Kong, Tsim Sha Tsui, Nathan Rd, 180號, Bowa House, 1樓",https://maps.google.com/?cid=10920363922297046171,3.6,309,+852 2722 0022,,PRICE_LEVEL_EXPENSIVE,22.302842,114.172073,
Estro,"2F, 1 Duddell Street, Central, Hong Kong",$$$$,Italian,One Star: High quality cooking,"Since opening in 2021, Estro has been impressing diners with authentic Neapolitan cooking by the native head chef. Choose between the 6- and 8-course menus to experience the breadth and depth of his ingenious creations, like handmade bottoni pasta stuffed with parmesan emulsion and drizzled with saffron glaze, and red prawn panna cotta generously topped with caviar. Those who want some one-on-one time with him should consider the chef’s table option.","Air conditioning
                                

                                    Interesting wine list
                                

                                    Wheelchair access
                                





                                Credit cards accepted",,+852 9380 0161,http://www.estro.hk,Estro,"2/F, 1 Duddell St, Central, Hong Kong",https://maps.google.com/?cid=2341683964924043054,4.3,108,+852 9380 0161,https://www.estro.hk/,,22.2802574,114.1572424,
Pang's Kitchen,"25 Yik Yam Street, Happy Valley, Hong Kong",$$,Cantonese,One Star: High quality cooking,"A household name in the neighbourhood since 2001, this restaurant wins many hearts with its traditional, often painstakingly made Cantonese cooking. This family business, now into the second generation, still impresses with its consistently well-made dishes. The signature baked fish tripe omelette in an earthenware casserole features Cantonese pork sausage that adds richness and wine aromas. Try the snake soup, and stir-fried sticky rice, too.","Air conditioning
                                





                                Credit cards accepted",,+852 2838 5462,,Pang's Kitchen,"25號 Yik Yam St, Happy Valley, Hong Kong",https://maps.google.com/?cid=9682722937358005850,4.1,377,+852 2838 5462,,PRICE_LEVEL_MODERATE,22.2691569,114.1845232,
New Punjab Club,"GF, World Wide Commercial Building, 34 Wyndham Street, Central, Hong Kong, Hong Kong SAR China",$$$,Indian,One Star: High quality cooking,"This tandoor grill restaurant serving Northern Indian cuisine is named after a social club founded during the British era – the owner’s father is still a member. The menu covers old-time favourites that match the retro décor and art collection. Start the meal with one of the gin cocktails alongside tandoori anda – a grilled egg snack with langoustine that imparts a distinctive aroma. For mains, murgh methi tikka made with local three-yellow chicken is unmissable.","Air conditioning
                                





                                Credit cards accepted",,+852 2368 1223,https://newpunjabclub.com,New Punjab Club,"World Wide Commercial Building, 34 Wyndham St, Central, Hong Kong",https://maps.google.com/?cid=798245048669166327,4.5,445,+852 2368 1223,http://newpunjabclub.com/,PRICE_LEVEL_VERY_EXPENSIVE,22.279971999999997,114.15519760000001,
