page,season,episode,episode_title,category,name,address,note
lisbon-episode.html,8,4,Lisbon,activity,Mercado de Alvalade Norte,Avenida Rio de Janeiro,Open market which carries everything.
lisbon-episode.html,8,4,Lisbon,restaurant,O Trevo,"Praca Luís de Camoes, 48, 1200-243, Lisbon, Portugal",Unique and tasty pork sandwich.
lisbon-episode.html,8,4,Lisbon,restaurant,100 Maneiras,"Rua do Teixeira, 35, Bairro Alto, 1200-459 Lisbon, Portugal",Good selection of meals to choose from.
lisbon-episode.html,8,4,Lisbon,restaurant,Cantinho do Avillez,"Rua dos Duques de Braganca 7, 1200-162 Lisbon, Portugal",Be sure to try the local favorite.
lisbon-episode.html,8,4,Lisbon,restaurant,Restaurante Alma,"Calcada Marques de Abrantes, 92 Santos District, Lisbon",Portuguese classic dishes with a new-age spin.
lisbon-episode.html,8,4,Lisbon,restaurant,O Ramiro,"Av. Almirante Reis, 1150-007 Lisbon, Portugal","When in Lisbon, eat seafood here."
lisbon-episode.html,8,4,Lisbon,restaurant,Sol e Pesca,"Rua Nova do Carvalho 44, Bairro Alto, Lisbon",Awesome bar with a good choice of drinks.
london-edinburgh-episode.html,4,6,London & Edinburgh,hotel,The Christopher North House Hotel,"6 Gloucester Place, Edinburgh EH3 6EF, Scotland, UK",The recommended place to stay while you're in town.
london-edinburgh-episode.html,4,6,London & Edinburgh,activity,Smithfield Market,"London Central Markets, London EC1A 9PS, United Kingdom",800 year old open market - great meats.
london-edinburgh-episode.html,4,6,London & Edinburgh,restaurant,The Cock Tavern,"London Central Markets, London, EC1A 9LH","The one and only, Butcher's Breakfast!"
london-edinburgh-episode.html,4,6,London & Edinburgh,restaurant,The Kitchin,"78 Commercial St., Edinburgh, EH6 6LX","Michelin-Star eatery, fantastic value."
london-edinburgh-episode.html,4,6,London & Edinburgh,restaurant,The Mermaid Chip Shop,"43-45 Leith Walk, Edinburgh, EH6, United Kingdom",Owned by the famous chef Emeril Lagasse.
london-edinburgh-episode.html,4,6,London & Edinburgh,restaurant,St. John Bread and Wine,"94-96 Commercial St., London E1 6LZ",Pig head or roasted bone marrow.
los-angeles-episode.html,3,6,Los Angeles,hotel,Millennium Biltmore Hotel Los Angeles,"506 S Grand Ave, Los Angeles, CA 90071",Stunning decor and memorable luxury.
los-angeles-episode.html,3,6,Los Angeles,activity,Alameda Swap Meet,"4501 S Alameda Street, Vernon, CA 90058",Great outdoor market and food stands.
los-angeles-episode.html,3,6,Los Angeles,restaurant,Acosta Tacos,"4539 W Imperial Hwy, Lennox, CA 90304",Great assortment of fresh burritos.
los-angeles-episode.html,3,6,Los Angeles,restaurant,Sapp Coffee Shop,"5183 Hollywood Blvd, Los Angeles, CA",Be sure to try the Thai boat noodles.
los-angeles-episode.html,3,6,Los Angeles,restaurant,Prime Selection,"10755 Sherman Way # 5, Sun Valley, CA 91352","For meat lovers, some of the best steak."
los-angeles-episode.html,3,6,Los Angeles,restaurant,Roscoe's House of Chicken and Waffles,"5006 W Pico Blvd, Los Angeles, CA",Best waffles and chicken in the city.
macau-episode.html,7,10,Macau,hotel,Mandarin Oriental Macau,"Avenida de Dr Sun Yat Sen, NAPE, Macau, China","A wonderful, first class experience and stay."
macau-episode.html,7,10,Macau,activity,Macau International Go-Kart Raceway,"Estrada de Seac Pai Van, Coloane, Macau",Have some fun with a go-kart race or two.
macau-episode.html,7,10,Macau,restaurant,Antonio's,"Rua dos Negociantes No. 3, Taipa, Macau",A unique yet worthwhile Portuguese establishment.
macau-episode.html,7,10,Macau,restaurant,Tai Lei Loi Kei,"Lorgo Gov. Tamagnini Barbosa No. 18, Taipa, Macau",Worth the long lines for the Pork Chop Bun.
macau-episode.html,7,10,Macau,restaurant,The Eight,"Avenida de Lisboa, Se, Macau",No better places to experience proper dim sum.
macau-episode.html,7,10,Macau,restaurant,Lord Stow's Bakery,"Mercer Street, Coloane, Macau",The original egg tarts put them on the map.
madrid-episode.html,6,25,Madrid,hotel,Innside Madrid Luchana,"Calle Luchana 22, 28010 Madrid, Spain",Very modern and lovely location to stay.
madrid-episode.html,6,25,Madrid,activity,Metropolis,"Gran Via, Madrid, Spain","Explore the vibrant, historic city."
madrid-episode.html,6,25,Madrid,restaurant,Diverxo,"Calle de Francisco Medrano, 5, 28020 Madrid, Spain","Michelin star dining, great choices."
madrid-episode.html,6,25,Madrid,restaurant,Taberna San Mames,"Bravo Murillo, 88, 28003 Madrid, Spain",Be sure to try the tripe or croquettes!
madrid-episode.html,6,25,Madrid,restaurant,Bodega de la Ardosa,"Calle de Colon, 13, 28004 Madrid, Spain","1892 established tapas bars, good stuff."
madrid-episode.html,6,25,Madrid,restaurant,La Cabrera,"Calle de Dona Barbara de Braganza, 2, 28004 Madrid, Spain",Great little cocktail bar with good food.
maine-episode.html,6,12,Maine,hotel,Captain Lindsey House,"5 Lindsey St., Rockland, ME 04841",Traditional establishment worth your stay.
maine-episode.html,6,12,Maine,activity,The Scenic Route Maine Tours,"177 Commercial St, Portland, ME 04102",Informative and fun excursion.
maine-episode.html,6,12,Maine,restaurant,Primo Restaurant,"2 S Main St., Rockland, ME 04841",A locally caught and grown ingredients.
maine-episode.html,6,12,Maine,restaurant,Conte's 1894 Restaurant,"Commercial St., Rockland, ME 04841","Fresh seafood - oysters, haddock, shrimp."
maine-episode.html,6,12,Maine,restaurant,Street & Co.,"33 Wharf St., Portland, ME 04101","Located off the water, good seafood."
maine-episode.html,6,12,Maine,restaurant,J's Oyster,"5 Portland Pier, Portland, ME 04101",Pub restaurant with good oysters.
maine-episode.html,6,12,Maine,restaurant,Spring Creek Bar-B-Q,"26 Greenville Rd., Monson, ME 04464",Fresh BBQ on a cast-iron pit.
maine-episode.html,6,12,Maine,restaurant,Milo Town Hall,"6 Pleasant St., Milo, ME 04463",Bean supper served at charity function.
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,hotel,Kampoeng Baron Guesthouse,"Kampoeng Baron, Gunung Kidul, Indonesia",Quiet location between green hills & rice fields.
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,activity,Batu Caves,"68100 Jalan Batu Caves, Selangor, Malaysia",Series of caves and temples in limestone.
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,restaurant,General Street Food,Kampu Baroon,"Try banana leaf, steamed buns, anchovies."
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,restaurant,Iban Village,"Borneo, Malaysia",Fresh fish made from a tribe.
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,restaurant,Typical Restaurant,"Kula Lumpar, Malaysia",You must try their famous torpedo soup.
malaysia-into-the-jungle-episode.html,1,5,Malaysia: Into The Jungle,restaurant,Alu-Alu Cafe,"Lot 6, Tanjung Lipat, Kota Kinabalu 88000, Malaysia",Amazing and freshly prepared fish meals.
mexico-episode.html,5,1,Mexico,hotel,Gran Hotel Ciudad de Mexico,"Av 16 de Septiembre 82, Col. Centro Historico, Mexico City","Located in the heart of the city, splendid."
mexico-episode.html,5,1,Mexico,activity,Plaza de Toros,"Huamantla, Tlaxcala, Mexico",Famous location for the bullfighting events.
mexico-episode.html,5,1,Mexico,restaurant,Pujol Restaurant,"Francisco Petrarca No. 254, Mexico City, Mexico",A new and modern twist on Mexican cuisine.
mexico-episode.html,5,1,Mexico,restaurant,Fonda Margarita,"Adolfo Prieto No. 1364 B, Mexico City, Mexico",Start the day off right with breakfast here.
mexico-episode.html,5,1,Mexico,restaurant,La Mascota,"Calle Mesones 20, Mexico City, Mexico","A typical cantina, enjoy your meals!"
mexico-episode.html,5,1,Mexico,restaurant,El Huequito,"Bolivar No. 58, Mexico",Where you'll find the municipal dish.
montana-episode.html,5,17,Montana,hotel,Murray Hotel,"201 W. Park St., Livingston, MT 59047",Famous Sam Peckinpah made his stay here.
montana-episode.html,5,17,Montana,activity,Montana Bunkhouses,"203 Lower Deer Creek Rd., Big Timber, MT 59011",Great horseback riding around a ranch.
montana-episode.html,5,17,Montana,restaurant,The Fry House,"1106 W PARK ST, Livingston, MT",Awesome food truck for crab cakes.
montana-episode.html,5,17,Montana,restaurant,Pinky's Pasties,"109 1/2 S. Main St., Livingston, MT 59047",Be sure to order the local meat pie.
montana-episode.html,5,17,Montana,restaurant,Murray Bar,"123 N. 2nd St., Livingston, MT 59047",Have some drinks at this historical hotel.
montana-episode.html,5,17,Montana,restaurant,2nd Street Bistro,"123 N. 2nd St., Livingston, MT 59047","Explore the chicken, elk and buffalo dish."
mozambique-episode.html,8,1,Mozambique,hotel,Polana Serena Hotel,"Avenida Julius Nyerere 1380, Maputo 00100, Mozambique",Luxury stay at this specular hotel.
mozambique-episode.html,8,1,Mozambique,activity,Slave Memorial Garden,Mozambique,Take some time to reflect on the past.
mozambique-episode.html,8,1,Mozambique,restaurant,O Paladar,Mozambique Island,"Order the traditional dish, matapa."
mozambique-episode.html,8,1,Mozambique,restaurant,Copa Cabana,"Avenida Martires de Inhaminga, Maputo, Mozambique","Located right on the beach, great food."
mozambique-episode.html,8,1,Mozambique,restaurant,Mercado do Peixe,"Maputo, Mozambique","Explore this fish market, great choices."
mozambique-episode.html,8,1,Mozambique,restaurant,Cafe Royale,"Avenida Julius Nyerere, 698, Maputo, Mozambique","Amazing expresso, have your breakfast or brunch."
namibia-episode.html,3,4,Namibia,hotel,Protea Hotel Pelican Bay,"Esplanade Rd, Walvis Bay, Namibia",Great base to plan your daily excursions around.
namibia-episode.html,3,4,Namibia,activity,Kuiseb Delta Adventures,"Lagoon Chalets, 8th Road West, Walvis Bay, Namibia",Have fun with off-road vehicles in the desert.
namibia-episode.html,3,4,Namibia,restaurant,The Raft,"The Esplanade, The Lagoon, Walvis Bay WB1, Namibia","Great pub on the water for steak, seafood, etc."
namibia-episode.html,3,4,Namibia,restaurant,Rojo Cafe & Bistro,"199, Nangola Mbumba Drive, Walvis Bay, Namibia",Excellent bistro cafe to just take it all in.
namibia-episode.html,3,4,Namibia,restaurant,Cuppa Musselcracker,"Walvisbay Waterfront, Walvis Bay 9000, Namibia",Authentic African coffee shop & Delicatessen.
namibia-episode.html,3,4,Namibia,restaurant,Anchors @ the Jetty,"Esplanade Street, Walvis Bay 9000, Namibia",Enjoy the outdoor seating and delicious meals.
naples-episode.html,7,11,Naples,hotel,LaPlaya Beach & Golf Resort Naples,"9891 Gulf Shore Drive, Naples, FL 34108",An amazing holiday retreat while in Italy.
naples-episode.html,7,11,Naples,activity,Diving spot for Ricci,"Cetara, Italy",Amazing diving location for enthusiasts.
naples-episode.html,7,11,Naples,restaurant,Pappacarbone,"Via Rosario Senatore 30, 84013 Cava de Tirreni, Salerno",Seafood such as fried octopus with spaghetti.
naples-episode.html,7,11,Naples,restaurant,Al Convento,"Piazza San Francesco 16, 84010 Cetara, Italy",Spaghetti alla puttanesca or fried anchovies!
naples-episode.html,7,11,Naples,restaurant,Scaturchio,"Piazza San Domenico Maggiore 19, 80134 Napoli, Italy",Order their lobster-claw shaped pastries.
naples-episode.html,7,11,Naples,restaurant,La Taverna del Buongustaio,"Via Basilio Puoti 8, Napoli, Italy",Try the mezzanelli genovese or eggplant rolls.
new-jersey-episode.html,1,3,New Jersey,hotel,The Berkeley Hotel,"1401 Ocean Avenue, Asbury Park, NJ 07712","A great stay at this historic, boutique hotel."
new-jersey-episode.html,1,3,New Jersey,activity,Madame Marie,"Asbury Park, New Jersey",Famous fortune teller. Has since died in 2008.
new-jersey-episode.html,1,3,New Jersey,restaurant,Baumgart's Cafe,"59 The Promenade, Edgewater, NJ","Classic old malt shop, a real treat.."
new-jersey-episode.html,1,3,New Jersey,restaurant,Giancarelli's Bakery,"446 Broad Street, Bloomfield, NJ 07003",Authentic Italian pastry shop.
new-jersey-episode.html,1,3,New Jersey,restaurant,Four Seasons Thai Cuisine & Oriental Grocery,"1353 Stelton Rd., Piscataway, NJ 08854",Popular Asian supermarket - lots of choices.
new-jersey-episode.html,1,3,New Jersey,restaurant,Soft Tofu Restaurant,"130 Main Street, Fort Lee, NJ",A Korean restaurant worth the visit.
new-orleans-episode.html,4,5,New Orleans,hotel,W Hotel New Orleans,"333 Poydras St., New Orleans, LA 70130",Very nice accommodations you'll visit several times.
new-orleans-episode.html,4,5,New Orleans,activity,Mardi Gras / Carnival,"New Orleans, LA (French Quarter)",The famous street for parties and drinking.
new-orleans-episode.html,4,5,New Orleans,restaurant,Cafe Reconcile,"1631 Oretha Castle Haley Blvd., New Orleans, LA 70113",Try the shrimp with white rice and beans.
new-orleans-episode.html,4,5,New Orleans,restaurant,Antoine's Restaurant,"713 Rue Saint Louis, New Orleans, LA 70130",The home of the Oysters Rockefeller.
new-orleans-episode.html,4,5,New Orleans,restaurant,Emeril's New Orleans,"800 Tchoupitoulas St., New Orleans, LA 70130",Owned by the famous chef Emeril Lagasse.
new-orleans-episode.html,4,5,New Orleans,restaurant,Vic's Kangaroo Cafe,"636 Tchoupitoulas St., New Orleans, LA 70130",Fun cozy bar and cafe to visit.
new-york-city-episode.html,3,8,New York City,hotel,The Bryant Park Hotel,"40 West 40th Street, New York City, NY 10018",You won't go wrong with this luxury classic.
new-york-city-episode.html,3,8,New York City,activity,West Side Pistol & Rifle Range,"20 West 20th Street, New York, NY",Take your best aim then grab a meal.
new-york-city-episode.html,3,8,New York City,restaurant,Gray's Papaya,"539 8th Avenue, New York, NY 10018",Papaya drink and hot dogs.. eat up!
new-york-city-episode.html,3,8,New York City,restaurant,Cafe Glechik,"3159 Coney Island Avenue, Brooklyn, NY 11235",Experience some Russian meals in NY.
new-york-city-episode.html,3,8,New York City,restaurant,Spotted Pig,"314 West 11th Street, New York, NY",Bar and meals such as roasted head of lamb.
new-york-city-episode.html,3,8,New York City,restaurant,Prune,"54 East 1st Street, New York, NY 10003","Be brave, try the roasted bone marrow."
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,hotel,Hotel St Moritz Queenstown,"10/18 Brunswick St, Queenstown 9300, New Zealand",Amazing views at the heart of Queenstown.
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,activity,Te Paki Giant Sand Dunes,"Te Hiku O Te Ika, New Zealand",Try out Sand Surfing & Kayaking on sand.
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,restaurant,Maori Village,"Maori, New Zealand",Experience true closed-pit barbecue.
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,restaurant,Blue Elephant Thai Restaurant,"237 Parnell Road, Parnell, Auckland Central, New Zealand",Fresh seafood with Asian and Thai flavors.
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,restaurant,Pedro's House of Lamb,"17 Papanui Road, Christchurch, New Zealand","Spanish dishes, try the Lamb meals."
new-zealand-down-under-the-down-under-episode.html,1,9,New Zealand: Down Under The Down Under,restaurant,Chameleon Restaurant and Bar,"2 Grey Street, Wellington 6001, New Zealand","Fresh, New Zealand contemporary cuisine."
nicaragua-episode.html,7,3,Nicaragua,hotel,Hotel Boutique Villa Maya,"Residencial Las Colinas, Segunda Entrada, Managua, Nicaragua",A great location for a relaxing stay.
nicaragua-episode.html,7,3,Nicaragua,activity,Islets of Granada,"Puerto Asese, Marina Cocibolca, Granada, Nicaragua","Gorgeous views, take the kayak tour."
nicaragua-episode.html,7,3,Nicaragua,restaurant,Cafe del Poeta,"Pan American Hwy, Esteli, Nicaragua",Delicious assortment of pupusas and tacos.
nicaragua-episode.html,7,3,Nicaragua,restaurant,Managua street food,"Avenida de las Naciones Unidas, Managua, Nicaragua",Local street spot for amazing burgers.
nicaragua-episode.html,7,3,Nicaragua,restaurant,Bus station food,"Pista del Mayoreo, Managua, Nicaragua",Surprisingly good bistec encebollado and salpicon.
nicaragua-episode.html,7,3,Nicaragua,restaurant,Esteli street food,"Pan American Hwy, Esteli, Nicaragua",Good local-style grilled chicken meal.
nicaragua-episode.html,7,3,Nicaragua,restaurant,Casa de Campo Los Laureles,"Pan American Hwy, Nicaragua",Awesome spot to enjoy some warm tripe soup.
nicaragua-episode.html,7,3,Nicaragua,restaurant,Cantina Arauz,"Pan American Hwy, Nicaragua","Sit back and have a drink, or two or three."
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,hotel,Hampton Inn & Suites Staten Island,"1120 South Avenue, Staten Island, NY 10314",A lovely setting and location.
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,activity,Bronx Zoo,"2300 Southern Boulevard, Bronx, NY 10460",World famous zoo.. take your kids!
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,restaurant,The Feeding Tree,"892 Gerard Ave., Bronx, NY 10451","We recommend the jerk shrimp, great!"
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,restaurant,Sam's Soul Food,"596 Grand Concourse, Bronx, NY 10452",Great southern cooking - try the ribs.
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,restaurant,Tortilleria Mexicana Los Hermanos,"71 Starr St., Bushwick, Brooklyn, NY 11237",Some of the best Mexican dishes in NY.
nyc-outer-boroughs-episode.html,5,19,NYC: Outer Boroughs,restaurant,New Asha Cafe,"322 Victory Blvd., Staten Island, NY",Delicious Sri Lankan type cuisine.
ozarks-episode.html,7,5,Ozarks,hotel,Grand Villa Hotel,"220 Jan Howard Expressway, West Plains, MO 65775",Great central location with comfortable rooms.
ozarks-episode.html,7,5,Ozarks,activity,Claythorne Hunting Lodge,"1329 NW 100th St Columbus, Kansas 66725",Take up some duck hunting.. with patience!
ozarks-episode.html,7,5,Ozarks,restaurant,Woody's Wood Fire Pizza,"1831 West 7th Street Joplin, MO 64801-3075",Authentic local wood fire pizza pies.
ozarks-episode.html,7,5,Ozarks,restaurant,Fred & Red's,"1719 South Main Street Joplin, MO 64804",Must try their Tamales or Spaghetti.
ozarks-episode.html,7,5,Ozarks,restaurant,Fred's Fish House,"215 Main Street Mammoth Spring, AR 72554",Order some hush puppies with the cat fish.
ozarks-episode.html,7,5,Ozarks,restaurant,Ozark Cafe,"662 Missouri Ave, West Plains, MO 65775",Perfect comfort foods with good coffee.
pacific-northwest-episode.html,3,3,Pacific Northwest,hotel,The Governor Hotel Portland,"614 SW 11th Ave, Portland, OR 97205",Accessible location in the middle of Portland.
pacific-northwest-episode.html,3,3,Pacific Northwest,activity,Pike Place Market,"1531 Western Ave., Seattle, WA 98101",Famous market in Seattle for seafood.
pacific-northwest-episode.html,3,3,Pacific Northwest,restaurant,Apizza Scholls,"4741 SE Hawthorne Blvd. Portland, Oregon",Some of the best pizza on this coast.
pacific-northwest-episode.html,3,3,Pacific Northwest,restaurant,VooDoo Doughnuts,"1501 NE Davis St., Portland, OR 97232",Unlimited donut variations - delicious.
pacific-northwest-episode.html,3,3,Pacific Northwest,restaurant,Salumi,"309 Third Ave South. Seattle, WA 98104",Delicious cured meats you can explore.
pacific-northwest-episode.html,3,3,Pacific Northwest,restaurant,Piroshky Piroshky,"1531 Western Ave., Seattle, WA 98101",Don't pass up on these meat pies.
panama-episode.html,6,1,Panama,hotel,Radisson Decapolis Hotel,"Avenida Balboa-Multicentro, Panama City, Panama",Perfect accommodations while visiting.
panama-episode.html,6,1,Panama,activity,Ancon Expeditions,"Panama City, Panama",Trek through the jungle to reach Embera.
panama-episode.html,6,1,Panama,restaurant,Sorolo Restaurant,"Calle 25 Oeste and Boca Del Toro, El Chorillo, Panama",Explore the typical local cuisine and people.
panama-episode.html,6,1,Panama,restaurant,Donde Ivan,"Parque Lefrevre, Calle 3ra, Chanis, Ciudad de Panama",You must order the empanada and ceviche.
panama-episode.html,6,1,Panama,restaurant,Marea,"Mall Multiplaza Pacific, Nivel Terrazas, Panama",Some of the most amazing ceviche around.
panama-episode.html,6,1,Panama,restaurant,Congos Restaurant,"Main dock, Isla Grande, Panama",Great assortment of seafood on this coast.
paris-episode.html,6,24,Paris,hotel,Hotel Le Bristol,"112 rue du Faubourg Saint Honore, 8th Arr., 75008 Paris, France",Best place to stay while in Paris.. amazing.
paris-episode.html,6,24,Paris,activity,Eiffel Tower,"5 avenue Anatole France, Quai Branly, 75007 Paris, France",Climb the historical landmark - must see.
paris-episode.html,6,24,Paris,restaurant,Marx Food Lab,"4 Rue du Bouloi, 75001 Paris, France",The exciting molecular / modern cuisine.
paris-episode.html,6,24,Paris,restaurant,L'Atelier,"5 Rue de Montalembert, 75007 Paris, France","Fine dining, world class cuisine in Paris!"
paris-episode.html,6,24,Paris,restaurant,Marie-Anne Cantin,"12 Rue du Champ de Mars, 75007 Paris, France",Some of the best cheeses you'll encounter.
paris-episode.html,6,24,Paris,restaurant,La Quincave,"17 Rue Brea, 75006 Paris, France",Order the cheese with a bottle of wine.
paris-episode.html,6,24,Paris,restaurant,Le Jeu de Quilles,"45 Rue Boulard, 75014 Paris, France",Tucked away spot for the perfect breakfast.
paris-episode.html,6,24,Paris,restaurant,Frenchie,"5 Rue du Nil, 75002 Paris, France",Casual French food at a great price!.
penang-episode.html,8,8,Penang,hotel,Hotel Penaga,"10050 Georgetown, Penang, Malaysia","Good stop, with good proximatey to all."
penang-episode.html,8,8,Penang,activity,Snake Temple,"11300 Bayan Lepas, Penang, Malaysia","Drape yourself with real, live snakes!"
penang-episode.html,8,8,Penang,restaurant,Muthu,"143 Acheen St., 10300 Penang, Malaysia",Lots of seafood and banana leaf curry!
penang-episode.html,8,8,Penang,restaurant,New Lane,"33 New Lane, 10400 Penang, Malaysia",Order some stir-fried rice cake strips!
penang-episode.html,8,8,Penang,restaurant,Red Garden,"No. 20, Leith Street, 10000 Penang, Malaysia",Food court with plenty of local choices.
penang-episode.html,8,8,Penang,restaurant,Nasi Kandar,"Behind 117 Penang Rd, Penang, Malaysia",Lovely restaurant tucked away in the alley.
peru-episode.html,2,3,Peru,hotel,Hotel Monasterio,"Monasterio Cusco, Palacios 136, Cusco, Peru",Historical and located with great views around.
peru-episode.html,2,3,Peru,activity,Machu Picchu,"Aguas Calientes, Peru","One of the world's amazing wonders, go visit."
peru-episode.html,2,3,Peru,restaurant,Sonia Cevicheria,"Lozano La Rosa 173, Chrrillos, Lima, Peru",Explore true Peruvian flavors.. seafood!
peru-episode.html,2,3,Peru,restaurant,Costazul Seafood,"Berlin 899, Miraflores, Lima, Peru",Authentic West African dishes.
peru-episode.html,2,3,Peru,restaurant,Open-Air Markets,"Cusco, Peru",A must-see.. anything and everything.
peru-episode.html,2,3,Peru,restaurant,Machu Pichu Sancutary Lodge,"Cuzco, Peru","Once there, you'll love every minute."
philippines-episode.html,5,7,Philippines,hotel,Sofitel Philippine Plaza Manila,"CCP Complex Roxas Blvd., Pasay City, Manila, Philippines",Great Asian hotel with all the A+ comfort.
philippines-episode.html,5,7,Philippines,activity,Sumaguing Cave,"Mountain Province, Sagada, Luzon, Philippines",Explore these ancient caverns.
philippines-episode.html,5,7,Philippines,restaurant,King Ginno's Parres,"888 EDSA on Park Ave., Pasay City, Manila Philippines",Roadside joint with amazing breakfast.
philippines-episode.html,5,7,Philippines,restaurant,Lumpia House,"637 Carvajal St., Binondo, Manila, Philippines",Spring rolls in classic Chinatown.
philippines-episode.html,5,7,Philippines,restaurant,Cafe Ysabel,"455 P Gereveua St., San Juan, Manila, Philippines","Authentic Spanish style diner, delicious."
philippines-episode.html,5,7,Philippines,restaurant,Bale Dutung,"Paul Cor Francis St., Angeles City, Philippines",Dozens of traditional meals.
prague-episode.html,6,4,Prague,hotel,Alchymist Prague Castle Suites,"Snemovni 8, Praha 1, Prague 118 00, Czech Republic",Live like a King or Queen in Czech!
prague-episode.html,6,4,Prague,activity,Sapa Vietnamese Market,"Libusska 1, Prague 4, Czech Republic",A unique Asian twist in this Bohemian town.
prague-episode.html,6,4,Prague,restaurant,Cafe Savoy,"Vitezna 5, 15000 Prague, Czech Republic",Authentic dining over 100 years here.
prague-episode.html,6,4,Prague,restaurant,Pivovarsky Klub,"Krizikova 17, Karlin, Praha 8, Prague, Czech Republic",They carry over 200 different beers.
prague-episode.html,6,4,Prague,restaurant,La Degustation Boheme Bourgeoise,"Hastalska 18, 110 00, Prague 1, Czech Republic","Experience recipes from 1880, wow!"
prague-episode.html,6,4,Prague,restaurant,Wenceslas Square,"Prague, Czech Republic",Sample any of the wonderful sausage stands.
provence-episode.html,6,9,Provence,hotel,Villa St Maxime,"390 Route de la Colle, 06570 St-Paul-de-Vence, France",A romantic and relaxing villa in France.
provence-episode.html,6,9,Provence,activity,Le Petit Duc,"7, Boulevard Victor Hugo, 13210 St-Remy-de-Provence",Learn the skill of making sweets.
provence-episode.html,6,9,Provence,restaurant,Les Ateliers de l'Image,"36 Boulevard Victor Hugo, 13210 St-Remy-de-Provence",Enjoy the grilled alpilles lamb dish.
provence-episode.html,6,9,Provence,restaurant,Quartier la Galine,"Route de Cavaillon, 13210 St-Remy-de-Provence",Amazing fresh fish and drinks.
provence-episode.html,6,9,Provence,restaurant,La Taberna Romana,13210 St-Remy-de-Provence,Try the roasted lamb or cucumber soup.
provence-episode.html,6,9,Provence,restaurant,Bar du Marche,"2 Place de la Republique, 13210 St-Rémy-de-Provence",Great snack bar along the road.
puerto-rico-episode.html,2,6,Puerto Rico,hotel,Bravo Beach Hotel,"North Shore Rd, P.O. Box 1374, 00765, Puerto Rico",Top hotel in Isla de Vieques vicinity.
puerto-rico-episode.html,2,6,Puerto Rico,activity,Festival de la Conception,Puerto Rico,Ceremony held once a year for the Virgin Mary.
puerto-rico-episode.html,2,6,Puerto Rico,restaurant,El Pueblo del Chicharron,"Bayamon, Puerto Rico",You must try the fried-pork skin here.
puerto-rico-episode.html,2,6,Puerto Rico,restaurant,Lechonera Los Pino,"Barrio Guavate, Carr. 184, Km. 27.7, Cayey, Puerto Rico",The roasted pig here is the specialty.
puerto-rico-episode.html,2,6,Puerto Rico,restaurant,Barrachina Cafe,"104 Calle Fortaleza, Puerto Rico",Great place for drinks and quick bites.
puerto-rico-episode.html,2,6,Puerto Rico,restaurant,Sonia Rican,"Jobos Beach, Isabela, Puerto Rico",Some of the tastiest and freshest seafood.
quebec-canada-episode.html,2,4,Quebec Canada,hotel,Le Manoir d'Auteuil,"49, rue d'Auteuil, Vieux-Quebec, Quebec City",Quite location for this boutique hotel - A+
quebec-canada-episode.html,2,4,Quebec Canada,activity,St. Pius X Culinary Institute,"9955 Avenue Papineau, Montreal, QC H2B 1Z9, Canada","Indulge in an authentic cooking session, awesome!"
quebec-canada-episode.html,2,4,Quebec Canada,restaurant,Au Pied de Cochon,"536 Duluth Avenue East Montreal H2L 1A9, Canada",Lots of duck options - duck terrine!
quebec-canada-episode.html,2,4,Quebec Canada,restaurant,La Maison Du Bagel,"263 St. Viateur Ouest, Quebec, Canada",Best place to get bagels in Quebec.
quebec-canada-episode.html,2,4,Quebec Canada,restaurant,La Banquise,"94 Rue Rachel E, Quebec, Canada","If you like poutine, this is where to go."
quebec-canada-episode.html,2,4,Quebec Canada,restaurant,La Cuisine Du Marche,"153 Route Du Pont, Quebec G7A 2T3, Canada",The highest rated restaurant in Quebec.
rajasthan-india-episode.html,2,9,Rajasthan India,hotel,Gorbandh Palace,"Sam Rd., Jaisalmer, Rajasthan 345001, India",Wonderful locations with great amenities.
rajasthan-india-episode.html,2,9,Rajasthan India,activity,New Bapu Bazaar,"Jaipur, Rajasthan 302003, India",An outdoor market worth every minute.
rajasthan-india-episode.html,2,9,Rajasthan India,restaurant,Natraj Thali Restaurant,"Udaipur, Rajasthan, India",A full vegetarian based menu to enjoy.
rajasthan-india-episode.html,2,9,Rajasthan India,restaurant,Lake Palace Hotel Bar,"Udaipur, Rajasthan, India",Restaurant situated in the middle of a lake!
