Antarctica,,,Parts Unknown,9,6,"""Antarctica""",
Portugal,Lisbon,,No Reservations,8,4,"""Lisbon""",
Portugal,Porto,,Parts Unknown,9,9,"""Porto, Portugal""",
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Ponce, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Cayey, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","El Pueblo del Chicharron, Cll 21, Bayamón, Bayamon, Bayam, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Barrachina Cafe, 104 Calle Fortaleza, San Juan, San Juan, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Lechonera Los Pino, Barrio Guavate, Carr. 184, Km. 27.7, Cayey, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","San Juan, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Bayamón, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Isabela, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Sonia Rican, Isabela, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Pozo de Jacinto, Isabela 00662, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Hacienda Don Carmelo, Vega Baja, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Gimnasio Bairoa, Caguas, Puerto Rico"
Puerto Rico,,,No Reservations,2,6,"""Puerto Rico""","Raíces Restaurant, Recinto Sur Street #315, Viejo San Juan, Puerto Rico"
Romania,,,No Reservations,4,8,"""Romania""","Bran Castle, Bran, Brasov County, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Transylvania, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Jaristea Restaurant, 50-52 George Georgescu Strada, Bucharest, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Revolution Square, Bucharest, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Gara de Nord Bucuresti, Gara de Nord, Sector 1, Bucharest, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Carpathian Mountains, Romania"
Romania,,,No Reservations,4,8,"""Romania""","House of Dracula, Poiana lui Stechil no 22, Strada Poiana lui Stechil 22, Brasov County, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Maramures, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Sighetu Marmatiei, Maramures, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Piata Agroalimentara, Sighetu Marmatiei, Maramures, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Cafe Astoria, Sighetu Marmatiei, Maramures, Romania"
Romania,,,No Reservations,4,8,"""Romania""","Merry Cemetery, Sapanta, Maramures, Romania"
Russia,St Petersburg,,A Cooks Tour,1,13,The Cook Who Came In From the Cold,
Russia,St Petersburg,,A Cooks Tour,1,14,"So Much Vodka, So Little Time",
Russia,Moscow,,No Reservations,3,5,"""Russia""",No Filming Locations
Russia,Sochi,,Parts Unknown,3,6,"""Russia""",
Russia,St. Petersburg,,Parts Unknown,3,6,"""Russia""",
Saudi Arabia,,,No Reservations,4,13,"""Saudi Arabia""","Al Baik, Jeddah, Makkah Province, Saudi Arabia"
Saudi Arabia,,,No Reservations,4,13,"""Saudi Arabia""","Abu Abdullah's, Souk Market, Old Town, Jeddah, Makkah Province, Saudi Arabia"
Saudi Arabia,,,No Reservations,4,13,"""Saudi Arabia""","Naseef House, Al-Balad, Jeddah, Saudi Arabia"
Saudi Arabia,,,No Reservations,4,13,"""Saudi Arabia""","Red Sea Mall, King Abdulaziz Branch Rd, Ash Shati, Jeddah, Saudi Arabia"
Senegal,,,Parts Unknown,7,7,"""Senegal""",
Singapore,,,A Cooks Tour,2,8,Singapore: New York in Twenty Years,
Singapore,,,No Reservations,4,1,"""Singapore""",No Filming Locations
Singapore,,,Parts Unknown,10,1,"""Singapore""",
Singapore,,,The Layover,1,1,"""Singapore""","Geylang Claypot Rice, 639, Geylang Rd., Lorong 33, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Ku De Ta at the Marina Bay Sands Hotel, 10 Bayfront Ave., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Grand Hyatt, Orchard Road, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Mustafa Centre, 145 Syed Alwi Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","International Nasi Lemak, 2 Changi Village Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Samy's Curry, 25A Dempsey Rd, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Kilo in Kallang, 66 Kampong Bugis, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Singapore Botanic Garden, 1 Cluny Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Thieves Market, Sungei Road, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Wanderlust Hotel, 2 Dickson Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Kampong Glam, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Candlenut Kitchen, 25 Neil Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Bar Stories, 57A Haji Lane, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Changi Airport, 75 Airport Blvd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Fish Spa & Reflexology, Changi Airport, 75 Airport Blvd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Bismillah Biryani, 50 Dunlop St., Little India, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Chin Chin Eating House, Colonial District, 19 Purvis St., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Bumboat Tour, Raffles' Landing Site, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","The Fullerton Hotel, 1 Fullerton Square, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Tanglin Halt Hawker Center, 1 Commonwealth Drive, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Tiong Bahru Market, Tiong Bahru District, 83 Seng Poh Rd., Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Raffles Hotel, 1 Beach Rd, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Sistem Pengangkutan Gerak Cepat, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Singapore Flyer - 30 Raffles Avenue, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Night Safari, Northern Singapore, Singapore"
Singapore,,,The Layover,1,1,"""Singapore""","Momo & Moomoo, Colonial District, Singapore"
South Africa,Johannesburg,,Parts Unknown,2,7,"""South Africa""",
South Korea,Seoul,,Parts Unknown,5,2,"""Korea""",
Spain,San Sebatian,,A Cooks Tour,1,8,San Sebastian: A Food Lover's Town,
Spain,,Catalonia,No Reservations,2,special,"""Decoding Ferran Adria""",No Filming Locations
Spain,Barcelona,,No Reservations,4,17,"""Spain""",
Spain,Madrid,,No Reservations,6,25,"""Madrid""",
Spain,,Catalonia,No Reservations,7,12,"""El Bulli""",
Spain,,Andalucia,Parts Unknown,2,3,"""Spain""",
Spain,,San Sabatian,Parts Unknown,9,3,"""San Sebastian""",
Spain,,Asturias,Parts Unknown,12,2,"""Asturias, Spain""",
Special,Special,,A Cooks Tour,2,5,Elements of a Great Bar,
Sri Lanka,Colombo,,No Reservations,5,9,"""Sri Lanka""",
Sri Lanka,,,Parts Unknown,10,5,"""Sri Lanka""",
Sweden,,,No Reservations,2,5,"""Sweden""","Stubborn MC Clubhouse, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Saluhall, Östermalmstorg, Stockholm, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Skansen Glassworks Factory, Djurgårdsslätten 49-51, Stockholm, 115 93 Stockholm, Stockholm County, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Mondo, Medborgarplatsen 8, Stockholm, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Pelikan, Blekingegatan 40, Stockholm, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Lux, Primusgatan 116, Stockholm, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Maxi Grillen, Götgatan 49, Stockholm, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","Lapland, Sweden"
Sweden,,,No Reservations,2,5,"""Sweden""","DesignTorget, Stockholm, Sweden"
t Vincent and the Grenadines,Kingstown,,No Reservations,6,14,"""Caribbean Island Hopping""",
Taiwan,Taipei,,The Layover,2,8,"""Taipei""",No Filming Locations
Tanzania,,,Parts Unknown,4,6,"""Tanzania""",
Thailand,Chiang Mai,,A Cooks Tour,2,10,Let's Get Lost,
Thailand,Bangkok,,A Cooks Tour,2,13,Thailand: One Night in Bangkok,
Thailand,Bangkok,,No Reservations,5,16,"""Thailand""",
Thailand,Phuket,,No Reservations,5,16,"""Thailand""",
Thailand,,Chang Mai,Parts Unknown,3,8,"""Thailand""",
Trinidad and Tobago,,Tobago,No Reservations,6,14,"""Caribbean Island Hopping""",
Trinidad and Tobago,,Trinidad,Parts Unknown,9,8,"""Trinidad""",
Turkey,Istanbul,,No Reservations,6,2,"""Istanbul""",
Turkey,,Kurdistan,No Reservations,7,15,"""Kurdistan""",
Turkey,Istanbul,,Parts Unknown,6,8,"""Istanbul""",
Ukraine,Chernobyl,,No Reservations,7,14,"""Ukraine""",
Ukraine,Crimea,,No Reservations,7,14,"""Ukraine""",
United Arab Emirates,Dubai,,No Reservations,6,19,"""Dubai""",
United Kingdom,London,England,A Cooks Tour,1,22,A Pleasing Palate,
United Kingdom,Glasgow,Scotland,A Cooks Tour,1,21,Highland Grub,
United Kingdom,Edinburgh,Scotland,A Cooks Tour,1,21,Highland Grub,
United Kingdom,Nairn,Scotland,A Cooks Tour,1,21,Highland Grub,
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","The Cock Tavern - 67 High Street, Walthamstow, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","St. John Bread and Wine, 94-96 Commercial Street, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","The Yew Tree, Highclere Newbury, Berkshire, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","The Mermaid Chip Shop, 43-45 Leith Walk, Edinburgh, Scotland, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","The Kitchin, 78 Commercial Street, Edinburgh, Scotland, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","Hazlitt's Hotel, 6 Frith Street, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","Gerry's Club, 52 Dean Street, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","Soho, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","Smithfield Market, Holborn, London, England, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","The Oxford Bar, 8 Young Street, Edinburgh, Midlothian, Scotland, UK"
United Kingdom,,,No Reservations,4,6,"""London/Edinburgh""","Leith, Edinburgh, Scotland, UK"
United Kingdom,,Scotland,Parts Unknown,5,4,"""Scotland""",
United Kingdom,London,England,Parts Unknown,8,5,"""London""",
United Kingdom,London,England,The Layover,1,9,"""London""","Spitalfields, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Newman Arms, 23 Rathbone St, Marylebone, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Square Pie Company, Spitalfields, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Viktor Wynd's Little Shop of Horrors, 11 Mare St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Sweeting's, 39 Queen Victoria St, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Thames Clippers, 64 Orchard Pl, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Wright Brothers, 11 Stoney St, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","London Heathrow Airport, London Borough of Hillingdon, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Bethnel Green, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","London Underground, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","St. James's Park, St. James's, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Wheeler's of St. James's, 72-73 St James's St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Bar Italia - 22 Frith Street, Soho, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Trish's, 57 Greek St, Soho, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","St. John Hotel, 1-2 Leicester St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","London Eye, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Two Chairmen in St. James, 39 Dartmouth St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Camden Market, Camden, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Borough Market, 8 Southwark St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","E Pellicci Café, 332 Bethnal Green Rd, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Bradley's Spanish Bar, 42-44 Hanway St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","G. Kelly, 414 Bethnal Green Rd, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Cabman's Shelter, Pont Street, Belgravia, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","GJ Cleverley's, 13 Royal Arcade, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Hazlitt's, 6 Frith St, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","The Phoenix Artist Club, 104-110 Charing Cross Rd, Leicester Square, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Hot Stuff, 19 Wilcox Rd, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Portobello, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Neal's Yard Dairy, 6 Park St, City of London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","River Thames, London, England, UK"
United Kingdom,London,England,The Layover,1,9,"""London""","Soho, London, England, UK"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Estancia del Puerto, Montevideo, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Mercado del Puerto, Montevideo, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","La Huella, Jose Ignacio, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Estancia Los Morteros, Lavalleja, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Garzon Hotel and Restaurante, Garzon, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","La Barra, Maldonado, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Joselo's House, Cabo Polonio, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Estación Central General Artigas, Aguada, Montevideo, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Barrio Sur, Montevideo, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Cabo Polonio, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Garzón, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Lavalleja, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Montevideo, Uruguay"
Uruguay,,,No Reservations,4,14,"""Uruguay""","Punta del Este, Maldonado, Uruguay"
Uruguay,,,Parts Unknown,11,2,"""Uruguay""",
USA,Los Angeles,California,A Cooks Tour,1,17,"Los Angeles, My Own Heart of Darkness",
USA,San Francisco,California,A Cooks Tour,1,18,The French Laundry Experience[7],
USA,Yountville,California,A Cooks Tour,1,18,The French Laundry Experience[7],
USA,New York City,New York,A Cooks Tour,1,19,My Hometown Favorites,
USA,New York City,New York,A Cooks Tour,1,20,My Life as a Cook - NYC,
USA,New Orleans,Louisiana,A Cooks Tour,2,2,"No Beads, No Babes, No Bourbon Street",
USA,Thibodaux,Louisiana,A Cooks Tour,2,2,"No Beads, No Babes, No Bourbon Street",
USA,Minneapolis,Minnesota,A Cooks Tour,2,6,The Struggle for the Soul of America,
USA,Kansas City,Missouri,A Cooks Tour,2,11,The BBQ Triangle,
USA,Houston,Texas,A Cooks Tour,2,11,The BBQ Triangle,
USA,Wilson,North Carolina,A Cooks Tour,2,11,The BBQ Triangle,
USA,,New Jersey,No Reservations,1,3,"""New Jersey""",No Filming Locations
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","The Double Down, 4640 Paradise Road, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Bouchon, Venetian Hotel - 3355 Las Vegas Blvd South, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Gold Coast Hotel and Casino, 4000 W Flamingo Rd, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Beauty Bar, 517 Fremont St # A, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Fremont Street, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","New York New York Hotel and Casino, 3790 S Las Vegas Blvd., Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Wynn Las Vegas - 3131 Las Vegas Blvd South, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","The Strip, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Peppermill Restaurant and Fireside Lounge - 2985 S Las Vegas Blvd, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Tektonx Paintball, 149 N Gibson Road, Henderson, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Mesa Grill, Caesars Palace - 3570 Las Vegas Boulevard South, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Neon Museum - 770 Las Vegas Boulevard North, Las Vegas, Nevada, USA"
USA,Las Vegas,Nevada,No Reservations,1,7,"""Las Vegas""","Mermaid Lounge, Silverton Casino, 3333 Blue Diamond Rd, Las Vegas, Nevada, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Club Deuce, 222 14th Street, South Beach, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Loco Taqueria, South Beach, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Little Haiti, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Everglades, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Raleigh Hotel, 1775 Collins Ave, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Conchtown Café, Bahama Village, Key West, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Chef Creole, 200 NW 54th St, Little Haiti, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Tamiami Trail, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Botanica Nena, 902 NW 27th Ave, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Sam Jack's International, 2063 Opa Locka Blvd, Opa-Locka, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Calle Ocho, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","El Rey de las Fritas, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","La Esquina Tropical, 1060 SW 8th Street, Miami, Florida, USA"
USA,,Florida,No Reservations,2,2,"""South Florida""","Little Havana, Miami, Florida, USA"
USA,,Texas,No Reservations,2,8,"""US/Mexico Border""","TB's Bar and Grill, 3806 Veterans Boulevard, Del Rio, Texas, USA"
USA,,Texas,No Reservations,2,8,"""US/Mexico Border""","Rio Grande, Texas, USA"
USA,,Texas,No Reservations,2,8,"""US/Mexico Border""","Juárez-Lincoln Bridge, Laredo, Texas, USA"
USA,,Texas,No Reservations,2,8,"""US/Mexico Border""","Eagle Pass, Texas, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Pike Place Market, Seattle, Washington, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Shelton, Washington, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Salumi, 309 3rd Avenue South, Seattle, Washington, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Piroshky Piroshky, 1908 Pike Place, Seattle, Washington, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Apizza Scholls, 4741 Southeast Hawthorne Boulevard, Portland, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Voodoo Doughnut - 22 SW 3rd Avenue, Portland, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Velveteria, 2448 E Burnside St, Portland, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","The Heathman Hotel, 1001 SW Broadway, Portland, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Shanghai Tunnels, Portland, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Lost Lake, Oregon, USA"
USA,,,No Reservations,3,3,"""Pacific Northwest""","Beecher's Handmade Cheese, Pike Place Market, 1600 Pike Place, Seattle, Washington, USA"
USA,Los Angeles,California,No Reservations,3,6,"""Los Angeles""",No Filming Locations
USA,New York City,New York,No Reservations,3,8,"""New York City""","New York Trapeze School, 353 West St., New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","West Side Pistol & Rifle Range, 20 West 20th Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","National Nightclub, 273 Brighton Beach Avenue, Brooklyn, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Prune, 54 East 1st Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Spotted Pig, 314 West 11th Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Gray's Papaya, 2090 Broadway Ste 1, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Ali's Kebab Cafe, 25-12 Steinway Street, Astoria, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Cafe Glechik, 3159 Coney Island Avenue, Brooklyn, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Hagi, 152 West 49th Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Sakegura, 211 East 43rd Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Siberia Bar, 356 East 40th Street, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Brighton Beach, Brooklyn, New York City, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Astoria, Queens, New York, USA"
USA,New York City,New York,No Reservations,3,8,"""New York City""","Yankee Stadium - E. 161st Street & River Avenue, Bronx, New York City, New York, USA"
USA,Cleveland,Ohio,No Reservations,3,11,"""Cleveland""",No Filming Locations
USA,,South Carolina,No Reservations,3,14,"""South Carolina""",No Filming Locations
USA,,Connecticut,No Reservations,3,Special,"""Holiday Special""",No Filming Locations
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Antoine's Restaurant - 713 St. Louis Street, French Quarter, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Cafe Reconcile, 1631 Oretha Castle Haley Blvd, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Domilise's Po-Boys, 5240 Annunciation Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Cochon, 930 Tchoupitoulas Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Emeril's New Orleans, 800 Tchoupitoulas Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Jacques-Imo's, 8324 Oak Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Vic's Kangaroo Cafe, 636 Tchoupitoulas Street, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Central City, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","St. Bernard Parish, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Ninth Ward, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","French Quarter, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","The Howlin' Wolf, 907 S Peters St, New Orleans, Louisiana, USA"
USA,New Orleans,Louisana,No Reservations,4,5,"""New Orleans""","Herbsaint, 701 St Charles Ave, New Orleans, Louisiana, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Bailey's Aloha Shirts, 517 Kapahulu Avenue, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Waimea Bay, North Shore, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Ko Olina Resort 92-1089, Aliinui Drive, Kapolei, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","La Mariana Sailing Club, 50 Sand Island Access Road, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Puka Dog, 2360 Kiahuna Plantation Drive, Koloa, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Ono Hawaiian Foods, 726 Kapahulu Avenue, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","The Street Side Inn, 1225 Hopaka Street, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kahala Hilton - 5000 Kahala Avenue, Honolulu, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Sunset Beach, O'ahu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","New Uptown Fountain, 522 N School Street, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kalihi, Honolulu, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kilauea East Rift Zone, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Kilauea Volcano, Hawai'i Volcanoes National Park, Hawaii, USA"
USA,,Hawaii,No Reservations,4,9,"""Hawaii""","Hawai'i Volcanoes National Park, Hawaii, USA"
USA,New York City,New York,No Reservations,4,10,"""Into the Fire NY""","Les Halles Restaurant, New York City, New York, USA"
USA,New York City,New York,No Reservations,4,10,"""Into the Fire NY""","Desmond's Tavern, 433 Park Ave S, New York City, New York, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Shields Date Garden, 80225 California 111, Indio, California, USA"
USA,,,No Reservations,4,15,"""U.S. Southwest""","Chama River, Abiquiu, New Mexico, USA"
